"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,182,155
1,10,21,515,229
2,25,21,401,158
3,19,21,409,135
4,34,18,386,126
5,24,24,411,96
6,26,25,420,96
7,24,21,419,120
8,24,16,413,112
9,26,19,376,91
10,13,13,321,100
11,17,22,260,119
12,16,16,266,99
13,13,14,228,99
14,10,18,214,103
15,6,9,164,109
16,15,17,153,92
17,13,14,130,93
18,9,15,112,110
19,7,13,89,97
20,5,11,89,91
21,7,21,81,77
22,6,7,78,68
23,6,13,74,59
24,5,12,77,69
25,7,6,74,54
26,2,10,71,63
27,3,10,72,43
28,2,8,62,45
29,8,10,69,46
30,4,11,61,40
31,1,6,66,30
32,6,4,65,33
33,1,5,49,26
34,2,10,58,25
35,1,5,46,25
36,2,6,46,25
37,6,6,43,23
38,2,7,48,15
39,1,7,43,8
40,4,4,37,22
41,6,1,51,14
42,4,5,57,10
43,3,2,47,19
44,3,4,29,10
45,0,5,24,10
46,1,4,40,7
47,4,5,28,5
48,2,2,31,8
49,2,5,24,6
50,0,2,27,8
51,2,3,21,5
52,2,3,22,6
53,1,2,25,5
54,1,1,17,4
55,0,0,22,2
56,3,0,23,5
57,0,1,12,1
58,0,3,13,3
59,1,5,10,4
60,1,NA,NA,NA
