"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,13,142,126
1,6,31,390,186
2,25,25,272,124
3,17,33,274,120
4,25,35,242,98
5,21,26,254,72
6,14,36,267,80
7,18,26,280,96
8,17,20,263,91
9,25,18,248,64
10,24,21,208,82
11,11,16,167,79
12,16,12,192,70
13,17,19,165,77
14,8,18,171,82
15,8,7,113,78
16,5,11,111,64
17,6,18,90,70
18,8,14,79,79
19,10,7,66,81
20,3,3,62,70
21,5,11,62,58
22,4,5,58,55
23,3,10,59,44
24,1,3,55,55
25,5,5,61,41
26,2,9,54,45
27,5,7,46,31
28,6,4,50,34
29,0,7,53,33
30,2,7,54,23
31,2,7,54,18
32,2,3,45,22
33,5,1,39,17
34,5,7,45,16
35,1,3,35,17
36,6,1,33,19
37,1,3,31,18
38,3,1,38,10
39,0,5,35,4
40,1,4,32,14
41,1,1,35,7
42,6,3,46,9
43,2,2,39,15
44,4,5,21,8
45,2,2,21,5
46,1,2,30,4
47,3,3,23,5
48,4,3,26,5
49,1,1,20,3
50,3,2,24,6
51,1,0,14,4
52,4,3,16,4
53,2,1,21,5
54,1,1,12,2
55,2,0,16,2
56,2,1,14,4
57,1,3,8,1
58,1,2,9,3
59,0,0,9,0
60,2,NA,NA,NA
