"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,5,80,75
2,24,28,173,106
3,10,35,130,63
4,21,33,105,68
5,13,29,98,54
6,16,36,110,49
7,22,26,99,44
8,13,25,99,54
9,14,24,102,45
10,16,23,123,39
11,16,24,104,39
12,12,9,84,46
13,11,28,94,43
14,8,18,96,38
15,14,24,100,39
16,7,16,65,42
17,6,22,66,26
18,2,21,54,37
19,4,21,45,41
20,2,14,43,42
21,2,10,40,27
22,1,10,35,21
23,4,10,36,28
24,1,13,37,15
25,1,9,34,28
26,2,10,37,17
27,3,11,40,20
28,4,6,20,15
29,1,3,32,9
30,0,13,32,13
31,3,3,33,11
32,2,9,36,7
33,0,1,22,10
34,0,4,21,7
35,1,6,22,4
36,0,2,24,8
37,1,3,21,8
38,1,3,18,4
39,0,3,24,4
40,0,4,22,3
41,0,5,19,6
42,1,2,18,1
43,0,0,28,4
44,1,1,20,2
45,0,0,13,2
46,0,2,9,0
47,2,1,12,2
48,1,2,11,3
49,1,2,13,1
50,0,0,9,2
51,1,0,14,2
52,0,0,6,1
53,1,0,5,3
54,0,2,8,1
55,0,0,5,1
56,0,1,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,1,0,5,0
