"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,12,121,113
1,6,31,289,162
2,33,28,196,100
3,15,35,197,102
4,22,29,182,78
5,14,17,194,64
6,13,27,199,73
7,18,21,199,75
8,12,27,182,74
9,27,31,200,57
10,14,22,165,65
11,17,20,131,66
12,11,14,145,59
13,14,19,132,66
14,12,18,139,69
15,6,19,90,71
16,7,16,91,47
17,8,16,73,54
18,4,17,63,67
19,3,11,58,69
20,4,15,47,56
21,4,3,52,44
22,4,15,48,46
23,4,20,44,38
24,4,19,42,42
25,1,9,49,32
26,5,11,50,37
27,4,8,34,24
28,3,10,41,18
29,3,10,37,26
30,5,6,45,14
31,4,7,44,14
32,2,5,32,16
33,8,7,29,13
34,0,4,31,11
35,4,6,30,16
36,0,3,29,13
37,2,7,28,13
38,0,3,34,6
39,1,5,29,4
40,1,3,23,9
41,1,6,26,3
42,2,5,34,8
43,4,2,27,10
44,4,5,18,5
45,0,1,15,3
46,1,4,21,3
47,1,2,20,4
48,2,3,18,3
49,1,0,14,3
50,1,2,19,4
51,1,0,12,4
52,1,0,10,4
53,1,1,14,2
54,0,3,8,2
55,1,0,11,0
56,3,2,9,3
57,0,2,6,1
58,0,2,6,2
59,1,1,7,0
60,0,NA,NA,NA
