"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,3,188,158
1,8,7,529,234
2,20,10,416,159
3,14,6,424,136
4,27,15,397,127
5,18,11,432,96
6,18,6,438,96
7,19,11,441,121
8,14,15,432,113
9,20,14,385,94
10,11,11,338,99
11,10,9,273,121
12,19,10,275,100
13,9,7,232,102
14,7,11,220,106
15,3,13,175,110
16,6,17,159,92
17,8,12,137,96
18,6,7,112,113
19,7,8,93,99
20,3,12,94,98
21,6,10,86,78
22,4,11,79,69
23,6,9,77,61
24,3,5,83,72
25,4,14,76,57
26,4,10,73,64
27,2,13,72,47
28,5,8,66,48
29,5,6,72,46
30,3,14,64,42
31,4,3,70,33
32,1,8,66,33
33,2,9,49,27
34,7,5,59,26
35,5,6,46,28
36,2,8,50,29
37,1,4,43,23
38,4,4,48,15
39,2,4,47,8
40,0,5,40,23
41,6,1,54,15
42,2,0,59,10
43,0,7,49,20
44,3,3,29,10
45,4,6,25,10
46,0,3,42,8
47,2,4,29,5
48,2,4,33,8
49,2,2,24,6
50,2,0,28,7
51,3,4,23,6
52,1,2,23,6
53,0,1,24,7
54,1,4,17,4
55,0,1,24,2
56,1,5,24,5
57,0,2,12,1
58,1,4,13,3
59,1,1,10,2
60,1,NA,NA,NA
