"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,1,188,159
2,21,8,529,235
3,15,7,417,159
4,22,8,430,136
5,18,11,399,127
6,17,5,435,96
7,17,14,443,96
8,11,9,445,121
9,22,4,434,113
10,10,10,387,96
11,6,9,344,99
12,19,13,276,121
13,8,10,280,100
14,8,6,234,102
15,4,6,219,106
16,5,3,177,110
17,7,10,161,92
18,6,12,138,96
19,5,14,114,113
20,3,10,93,99
21,4,7,96,98
22,5,8,87,79
23,9,12,78,70
24,4,7,77,62
25,4,9,84,73
26,4,8,76,57
27,3,4,73,66
28,3,9,74,47
29,5,8,67,48
30,3,11,72,46
31,3,9,65,42
32,1,6,70,33
33,2,12,66,35
34,8,2,49,27
35,5,6,59,26
36,2,9,47,28
37,2,5,50,29
38,5,5,43,24
39,3,6,48,15
40,0,3,47,8
41,7,4,40,23
42,3,3,54,15
43,1,4,59,10
44,3,1,49,20
45,6,0,29,10
46,0,4,25,10
47,2,4,42,8
48,1,5,30,5
49,2,3,34,8
50,4,4,24,6
51,2,5,29,7
52,1,0,23,6
53,0,0,23,6
54,1,4,24,7
55,1,2,17,4
56,1,0,24,3
57,0,3,24,5
58,2,1,12,1
59,2,4,13,3
60,1,2,10,2
