"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,13,82,76
2,29,26,180,109
3,18,31,133,65
4,21,27,113,70
5,16,16,102,57
6,13,19,118,50
7,29,23,103,46
8,16,28,102,56
9,16,21,104,47
10,17,24,127,39
11,18,19,107,40
12,14,16,86,49
13,7,17,99,45
14,11,18,97,40
15,11,15,104,41
16,9,9,67,45
17,9,22,68,26
18,4,14,54,39
19,4,17,45,44
20,4,13,42,47
21,2,17,39,31
22,1,13,35,22
23,3,19,38,30
24,0,11,38,15
25,2,9,35,29
26,3,10,37,17
27,3,7,40,23
28,6,12,20,17
29,2,7,32,10
30,1,4,31,14
31,2,9,34,11
32,2,6,36,7
33,0,3,22,11
34,0,12,22,9
35,3,4,23,4
36,0,6,24,8
37,1,1,21,9
38,0,2,19,4
39,0,6,24,4
40,1,1,23,3
41,0,3,19,6
42,0,3,19,1
43,0,2,28,4
44,1,3,20,3
45,0,4,13,2
46,0,2,9,0
47,1,0,14,2
48,1,1,11,3
49,1,0,13,1
50,0,2,9,2
51,1,1,14,3
52,0,1,6,1
53,1,1,5,3
54,0,0,8,1
55,0,0,5,2
56,1,0,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,0,1,5,0
