"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,14,148,135
2,25,46,423,192
3,21,42,304,129
4,24,43,312,124
5,23,32,275,105
6,26,30,277,75
7,22,45,298,88
8,22,38,315,102
9,26,18,298,95
10,15,23,281,67
11,15,16,234,86
12,15,27,185,87
13,9,13,209,80
14,10,20,175,81
15,5,27,180,87
16,12,18,121,85
17,8,20,118,69
18,6,15,100,76
19,9,17,87,85
20,4,15,69,84
21,1,9,68,73
22,3,12,67,60
23,4,8,61,57
24,3,10,58,47
25,4,6,60,57
26,2,7,64,44
27,5,2,58,47
28,3,6,55,32
29,3,8,52,35
30,4,4,56,36
31,3,6,55,26
32,3,7,55,23
33,5,7,53,23
34,2,3,43,21
35,1,2,49,16
36,2,3,40,19
37,3,3,34,20
38,2,2,34,19
39,5,2,38,11
40,2,3,37,6
41,0,3,34,16
42,5,5,39,8
43,1,1,50,9
44,2,2,42,15
45,0,2,24,9
46,1,1,22,7
47,3,1,35,4
48,4,2,25,5
49,0,2,28,5
50,0,2,22,4
51,2,2,25,7
52,2,0,16,5
53,2,2,17,5
54,1,0,21,5
55,0,0,14,2
56,3,1,17,2
57,1,0,16,4
58,0,2,11,1
59,0,2,11,3
60,0,0,10,2
