"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,17,155,141
1,7,51,437,195
2,31,49,320,138
3,31,43,333,125
4,29,32,294,112
5,24,56,302,78
6,29,39,322,90
7,25,39,335,105
8,20,33,322,97
9,31,31,292,69
10,27,35,246,90
11,21,24,194,92
12,13,28,218,82
13,13,19,182,85
14,13,13,184,92
15,6,12,128,90
16,9,13,122,72
17,12,22,104,80
18,9,23,91,89
19,4,8,69,87
20,7,16,69,76
21,3,10,67,63
22,8,12,65,62
23,5,8,60,50
24,2,13,64,60
25,3,15,65,47
26,1,10,61,49
27,4,10,58,35
28,3,8,52,37
29,6,12,57,38
30,8,7,56,30
31,2,2,56,23
32,5,7,57,24
33,2,3,45,21
34,1,6,48,17
35,2,4,41,20
36,2,3,34,21
37,5,0,36,19
38,4,4,40,11
39,4,6,37,6
40,3,1,34,18
41,1,4,41,10
42,2,5,50,9
43,1,5,42,15
44,3,2,24,9
45,1,0,22,7
46,0,0,36,4
47,4,1,25,5
48,3,1,28,5
49,1,0,22,4
50,2,2,27,7
51,0,2,16,5
52,4,2,18,5
53,2,0,21,5
54,2,0,14,2
55,1,1,19,2
56,1,1,16,4
57,1,1,11,1
58,0,2,11,3
59,1,2,10,2
60,0,NA,NA,NA
