"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,15,175,151
1,10,47,484,216
2,27,62,369,148
3,23,33,377,131
4,24,42,341,121
5,35,47,354,89
6,34,37,371,96
7,32,40,378,114
8,29,40,370,107
9,32,26,341,85
10,24,31,284,96
11,19,31,224,111
12,26,14,240,90
13,18,20,203,93
14,16,20,202,98
15,6,22,142,103
16,18,15,140,83
17,11,17,119,86
18,6,13,101,101
19,10,18,77,92
20,7,13,79,84
21,5,10,76,71
22,3,11,71,65
23,6,16,63,56
24,8,11,71,64
25,9,8,70,50
26,2,10,64,58
27,8,13,65,40
28,4,13,60,41
29,3,6,62,41
30,6,6,58,36
31,1,6,63,25
32,3,6,61,30
33,3,10,47,24
34,2,9,53,19
35,2,7,42,24
36,2,3,42,24
37,4,5,39,23
38,3,4,44,11
39,3,7,42,7
40,2,10,36,19
41,2,0,46,11
42,4,3,53,10
43,4,2,45,17
44,2,2,27,9
45,2,3,23,10
46,1,3,37,6
47,5,6,26,5
48,3,1,29,6
49,2,3,24,6
50,0,1,27,8
51,0,5,21,5
52,1,1,20,5
53,2,0,23,5
54,1,0,15,4
55,2,0,19,2
56,3,3,18,5
57,1,0,12,1
58,0,0,12,3
59,0,0,10,2
60,0,NA,NA,NA
