"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,13,100,93
2,32,51,230,130
3,22,40,156,83
4,19,28,148,86
5,16,41,138,68
6,9,35,152,59
7,20,34,141,54
8,14,17,141,64
9,15,25,136,63
10,16,12,160,48
11,14,24,133,51
12,10,18,98,55
13,9,17,119,54
14,10,20,111,50
15,7,14,124,52
16,7,16,77,55
17,8,11,80,36
18,4,8,63,47
19,4,11,54,58
20,5,8,48,56
21,4,8,41,47
22,8,4,39,31
23,3,2,42,36
24,2,10,41,24
25,3,3,37,36
26,4,6,42,27
27,4,10,43,29
28,2,10,29,23
29,1,5,39,16
30,2,4,36,20
31,2,3,40,13
32,2,3,42,12
33,1,7,28,15
34,2,6,26,9
35,4,4,26,9
36,1,5,28,10
37,3,5,25,12
38,1,1,21,10
39,3,0,29,5
40,1,5,26,4
41,3,5,19,7
42,2,4,23,3
43,1,3,30,5
44,3,8,23,8
45,1,3,13,3
46,3,2,11,1
47,2,0,18,3
48,3,3,15,4
49,4,4,14,3
50,2,4,9,2
51,2,0,16,3
52,1,2,7,3
53,5,3,8,3
54,2,1,8,1
55,1,1,6,3
56,2,3,8,0
57,1,1,8,2
58,1,4,5,1
59,1,2,4,2
60,0,0,5,0
