"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,9,90,82
2,30,25,203,118
3,13,23,147,71
4,18,20,131,78
5,8,13,123,63
6,13,17,133,53
7,19,12,129,53
8,10,19,121,60
9,15,25,130,52
10,20,22,141,45
11,13,15,127,45
12,9,8,95,51
13,6,6,111,48
14,10,7,105,49
15,12,16,113,46
16,6,18,73,51
17,5,10,75,32
18,6,10,56,46
19,6,11,48,54
20,5,4,45,52
21,2,7,39,41
22,2,8,36,27
23,4,12,40,34
24,1,13,40,22
25,2,6,35,31
26,4,11,39,21
27,5,4,41,27
28,5,3,26,19
29,6,4,33,14
30,4,8,32,17
31,5,5,35,11
32,3,12,38,10
33,4,6,24,12
34,3,7,22,9
35,3,7,24,7
36,2,8,24,10
37,3,6,22,10
38,1,7,20,8
39,3,4,24,5
40,2,6,24,4
41,1,6,19,6
42,3,3,20,2
43,0,4,30,4
44,3,3,21,5
45,0,2,13,2
46,2,4,9,0
47,3,3,14,3
48,2,0,13,4
49,1,3,13,1
50,0,1,9,2
51,2,2,14,3
52,1,1,7,1
53,0,0,6,3
54,0,2,8,1
55,2,1,5,2
56,1,2,7,0
57,0,2,8,1
58,1,2,4,1
59,0,2,4,2
60,0,3,5,0
