"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,0,192,159
2,8,2,543,236
3,6,1,432,162
4,13,1,444,137
5,9,2,417,129
6,4,6,456,97
7,10,2,462,97
8,7,2,456,122
9,7,1,453,116
10,3,4,400,98
11,1,2,352,101
12,2,0,296,121
13,3,3,293,103
14,3,1,244,103
15,1,3,225,108
16,6,0,185,110
17,1,2,171,93
18,1,2,145,96
19,2,2,121,114
20,3,0,97,101
21,1,1,102,101
22,0,1,95,79
23,3,1,88,73
24,4,1,83,65
25,2,3,87,74
26,1,0,81,59
27,1,3,76,71
28,2,5,80,47
29,2,2,74,49
30,1,3,79,47
31,5,3,68,45
32,2,1,71,34
33,0,2,70,36
34,3,2,58,30
35,2,3,62,30
36,6,3,51,30
37,1,3,54,30
38,3,0,50,27
39,1,0,52,16
40,1,1,48,8
41,3,1,49,25
42,0,4,57,15
43,0,3,62,12
44,0,4,54,21
45,3,2,35,13
46,0,3,26,11
47,5,4,45,9
48,1,2,32,6
49,1,4,36,9
50,3,3,29,6
51,3,5,32,7
52,1,4,27,6
53,1,2,23,7
54,0,0,25,7
55,3,1,18,5
56,1,4,25,4
57,1,2,25,5
58,3,2,13,1
59,1,3,15,4
60,0,1,12,3
