"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,16,99,92
2,30,36,228,128
3,20,28,155,82
4,20,41,146,85
5,16,34,137,67
6,11,35,151,58
7,18,17,141,54
8,14,27,139,64
9,15,14,136,62
10,13,25,160,48
11,12,20,133,51
12,9,20,99,54
13,9,22,118,53
14,10,12,112,50
15,6,16,122,52
16,7,12,77,54
17,7,10,80,35
18,3,11,63,47
19,4,8,54,58
20,5,9,48,55
21,4,6,41,46
22,8,2,39,31
23,3,10,42,36
24,1,3,41,24
25,2,7,37,36
26,4,10,42,27
27,4,10,43,29
28,2,6,29,22
29,2,4,38,16
30,2,3,36,20
31,2,3,40,13
32,3,7,41,12
33,0,6,28,15
34,4,4,24,9
35,4,6,26,9
36,1,6,28,10
37,3,1,25,12
38,1,0,21,10
39,2,6,29,5
40,2,5,25,4
41,3,4,19,7
42,2,3,23,3
43,1,8,30,5
44,3,3,23,8
45,1,2,13,3
46,3,0,11,1
47,3,3,17,3
48,3,4,15,4
49,4,5,14,2
50,1,1,9,2
51,1,1,16,3
52,1,3,7,2
53,4,2,8,3
54,2,1,8,2
55,1,3,6,2
56,2,1,8,0
57,1,4,8,2
58,1,2,5,1
59,1,1,4,2
60,0,4,5,0
