"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,15,142,125
1,6,25,391,186
2,23,35,270,124
3,17,34,272,120
4,26,29,241,98
5,18,40,254,72
6,13,27,266,80
7,17,24,281,96
8,15,19,260,91
9,26,22,248,64
10,22,20,208,82
11,10,13,167,78
12,15,21,192,70
13,16,21,165,77
14,5,8,171,82
15,8,11,113,78
16,5,19,110,64
17,7,14,92,70
18,8,7,77,79
19,10,3,66,81
20,3,11,62,70
21,5,5,62,58
22,4,11,58,54
23,3,3,59,44
24,1,6,55,54
25,4,9,61,41
26,2,9,54,43
27,5,5,46,31
28,6,7,50,34
29,0,7,53,33
30,2,7,54,23
31,2,3,54,18
32,2,1,45,22
33,5,7,39,17
34,5,3,45,16
35,2,1,35,17
36,5,3,33,19
37,1,1,31,18
38,3,5,38,10
39,0,4,35,4
40,1,1,32,14
41,1,4,35,6
42,6,2,46,9
43,2,5,39,15
44,4,2,21,8
45,2,2,21,5
46,1,3,30,4
47,3,3,23,5
48,4,1,26,5
49,1,2,20,3
50,3,0,24,6
51,1,3,14,4
52,4,1,16,4
53,2,1,21,5
54,1,0,12,2
55,2,1,16,2
56,2,3,14,4
57,1,2,8,1
58,1,0,9,3
59,0,0,9,0
60,1,NA,NA,NA
