"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,6,118,110
1,6,33,278,158
2,33,29,188,98
3,17,30,194,98
4,21,37,173,78
5,21,29,188,64
6,16,27,193,73
7,16,21,189,74
8,16,26,174,71
9,27,26,194,56
10,17,25,162,61
11,16,24,126,65
12,9,25,138,59
13,11,23,130,62
14,10,14,134,65
15,10,19,87,69
16,6,6,89,43
17,7,17,70,53
18,5,22,61,66
19,3,20,55,67
20,5,15,46,54
21,5,14,50,43
22,5,13,47,46
23,5,14,44,34
24,4,13,42,42
25,1,7,48,31
26,3,9,49,37
27,1,6,33,24
28,1,8,42,18
29,1,5,37,25
30,4,9,43,14
31,5,4,43,14
32,3,9,32,16
33,5,3,29,13
34,0,8,30,11
35,3,4,30,15
36,0,10,29,12
37,2,6,27,11
38,0,3,33,5
39,2,5,29,4
40,0,1,23,8
41,1,5,25,3
42,2,3,33,8
43,5,3,25,10
44,5,0,18,5
45,0,4,14,3
46,2,1,21,3
47,0,0,18,4
48,3,1,18,3
49,1,4,14,3
50,1,0,19,4
51,0,3,10,4
52,2,2,9,4
53,1,3,12,2
54,2,1,8,2
55,1,0,10,0
56,3,0,9,3
57,0,0,6,1
58,0,1,6,2
59,1,1,6,0
60,1,NA,NA,NA
