"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,21,145,130
1,5,34,402,189
2,24,36,286,127
3,16,43,286,121
4,26,31,251,100
5,27,36,264,73
6,16,34,282,82
7,11,30,293,100
8,13,19,279,91
9,22,18,265,64
10,19,21,218,83
11,14,19,178,85
12,15,16,202,76
13,8,19,170,79
14,7,13,176,83
15,5,12,116,80
16,10,11,112,65
17,7,15,93,71
18,8,8,82,81
19,8,8,66,82
20,3,11,65,71
21,3,12,64,58
22,2,9,59,56
23,5,8,57,45
24,3,11,55,55
25,6,7,63,44
26,0,5,56,45
27,5,3,49,32
28,3,6,50,35
29,1,6,54,35
30,2,7,53,25
31,4,2,55,19
32,2,3,49,22
33,6,6,42,18
34,2,5,46,16
35,2,2,39,18
36,1,5,33,19
37,2,2,33,18
38,2,3,38,11
39,0,2,36,4
40,2,1,33,16
41,0,5,36,8
42,7,0,48,9
43,1,0,40,15
44,3,2,23,8
45,1,0,22,7
46,0,3,33,4
47,4,2,23,5
48,5,1,26,5
49,1,3,21,4
50,1,1,25,6
51,1,1,15,5
52,3,1,16,5
53,3,0,21,5
54,1,3,12,2
55,2,2,16,2
56,3,0,14,4
57,1,2,9,1
58,1,0,9,3
59,2,2,10,0
60,1,NA,NA,NA
