"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,13,137,123
1,9,31,361,172
2,22,29,238,120
3,17,34,250,115
4,19,27,211,90
5,13,19,231,70
6,8,27,249,78
7,11,23,246,88
8,15,17,236,87
9,22,14,230,62
10,16,15,200,80
11,6,15,155,73
12,11,19,179,65
13,9,11,158,73
14,4,9,158,81
15,10,14,106,77
16,6,6,106,56
17,4,4,82,64
18,4,6,75,77
19,6,7,64,81
20,7,11,57,69
21,3,7,60,54
22,3,1,56,50
23,4,9,55,44
24,1,6,50,54
25,5,9,59,40
26,0,9,52,42
27,5,11,43,30
28,4,7,48,32
29,2,14,49,31
30,4,6,49,21
31,4,6,50,16
32,4,1,42,20
33,3,12,35,16
34,2,3,43,14
35,1,1,34,18
36,1,3,33,18
37,2,2,29,16
38,2,5,36,9
39,2,4,34,4
40,1,2,28,13
41,2,3,33,5
42,3,7,42,7
43,4,3,36,11
44,5,1,19,6
45,0,2,19,5
46,1,4,28,3
47,1,3,22,4
48,4,2,25,5
49,1,3,17,3
50,3,1,24,5
51,0,1,12,3
52,4,3,14,4
53,2,3,17,4
54,2,0,12,2
55,0,3,14,2
56,1,4,11,4
57,3,6,7,1
58,0,0,8,2
59,2,2,7,0
60,0,NA,NA,NA
