"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,19,107,102
1,11,33,254,142
2,32,33,169,92
3,21,34,170,91
4,22,29,151,73
5,22,49,164,62
6,20,51,166,62
7,20,31,167,69
8,12,28,153,68
9,21,23,172,53
10,18,28,143,56
11,17,30,110,61
12,11,21,128,56
13,6,13,119,57
14,11,23,126,57
15,10,21,82,63
16,5,12,86,38
17,4,19,65,49
18,4,12,59,60
19,2,14,54,61
20,2,8,45,49
21,2,14,42,37
22,9,7,44,39
23,3,13,41,28
24,3,10,40,39
25,2,6,46,27
26,3,8,47,32
27,2,5,31,23
28,2,9,40,18
29,2,5,36,22
30,2,5,41,14
31,2,4,43,13
32,2,5,29,15
33,3,3,28,10
34,1,1,29,11
35,3,1,29,11
36,0,6,28,12
37,1,3,22,10
38,4,5,30,5
39,2,5,26,4
40,2,5,20,8
41,5,4,25,3
42,0,2,30,6
43,3,3,23,10
44,4,2,13,4
45,4,4,13,2
46,1,3,20,3
47,0,0,18,4
48,1,2,16,3
49,2,2,12,2
50,1,1,18,4
51,1,0,9,3
52,2,4,8,3
53,3,3,9,1
54,3,1,6,2
55,1,2,9,0
56,2,4,8,3
57,1,2,6,1
58,0,2,5,2
59,2,0,5,0
60,1,NA,NA,NA
