"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,16,135,119
1,6,35,351,169
2,20,31,231,115
3,16,23,237,114
4,18,20,204,89
5,16,25,225,70
6,6,25,242,78
7,14,17,237,88
8,12,15,227,86
9,22,19,226,62
10,12,12,194,78
11,8,7,148,73
12,10,10,174,64
13,13,10,152,71
14,9,14,156,80
15,8,10,104,77
16,5,2,103,54
17,7,13,81,62
18,4,9,71,77
19,8,11,63,79
20,5,9,54,68
21,4,11,57,53
22,4,9,54,50
23,5,17,53,45
24,2,6,46,53
25,5,9,58,39
26,2,5,51,41
27,5,14,40,28
28,5,3,49,31
29,1,4,48,31
30,4,7,48,20
31,3,3,48,16
32,5,5,42,18
33,4,5,34,16
34,2,2,40,14
35,3,6,32,18
36,3,7,33,18
37,2,5,30,15
38,3,3,37,8
39,0,2,32,4
40,3,4,28,12
41,1,3,32,5
42,4,3,41,7
43,1,3,34,12
44,7,1,16,5
45,2,1,18,5
46,2,3,26,3
47,1,5,22,5
48,4,1,26,5
49,1,5,16,3
50,3,6,22,4
51,1,8,12,3
52,2,0,13,4
53,3,3,17,2
54,1,0,11,2
55,0,0,14,2
56,1,3,10,3
57,3,2,7,1
58,0,2,8,2
59,1,1,7,0
60,0,NA,NA,NA
