"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,121,112
1,6,28,288,161
2,33,33,193,100
3,17,29,196,102
4,22,20,181,78
5,13,29,193,64
6,14,22,197,73
7,18,27,195,75
8,15,32,180,73
9,27,21,199,57
10,15,20,164,65
11,18,16,129,66
12,13,24,144,59
13,11,19,132,65
14,11,20,138,68
15,7,17,89,71
16,7,18,91,45
17,8,18,74,54
18,3,10,61,67
19,3,17,57,67
20,5,3,46,56
21,5,15,50,44
22,6,20,48,46
23,4,19,44,38
24,5,10,42,42
25,1,11,49,32
26,3,10,49,37
27,2,13,33,24
28,2,10,42,18
29,2,6,37,26
30,5,8,44,14
31,4,5,44,14
32,2,7,32,16
33,8,4,29,13
34,0,6,31,11
35,4,3,30,16
36,0,8,29,12
37,2,3,28,13
38,0,6,34,5
39,1,3,29,4
40,1,7,23,9
41,1,6,26,3
42,1,3,34,8
43,4,5,26,10
44,5,1,18,5
45,0,4,15,3
46,1,2,21,3
47,1,3,20,4
48,2,0,18,3
49,1,2,14,3
50,1,1,19,4
51,1,0,12,4
52,1,1,10,4
53,1,3,13,2
54,1,0,8,2
55,1,2,11,0
56,3,2,9,3
57,0,2,6,1
58,0,1,6,2
59,1,0,6,0
60,1,NA,NA,NA
