"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,18,146,130
2,22,30,412,190
3,16,37,294,128
4,23,39,296,123
5,26,45,259,101
6,17,31,270,75
7,15,35,287,84
8,19,36,295,100
9,25,24,284,93
10,15,30,272,64
11,15,21,222,86
12,15,21,181,85
13,7,17,205,76
14,9,15,173,79
15,8,16,176,86
16,13,14,118,83
17,11,12,113,67
18,5,13,98,74
19,5,10,87,81
20,3,6,69,82
21,3,6,66,73
22,4,11,64,58
23,4,5,59,56
24,3,7,58,46
25,7,10,56,57
26,2,9,63,44
27,4,6,57,47
28,3,4,50,32
29,1,11,51,35
30,4,5,55,34
31,4,4,53,26
32,3,2,55,19
33,6,4,50,22
34,2,4,42,18
35,2,7,47,16
36,3,2,39,18
37,2,3,33,20
38,2,4,33,18
39,3,2,38,11
40,2,1,36,5
41,0,3,34,16
42,6,2,37,8
43,2,3,49,9
44,3,2,41,15
45,1,1,23,8
46,0,2,22,7
47,3,0,34,4
48,4,0,25,5
49,1,1,27,5
50,0,0,22,4
51,2,3,25,7
52,2,2,16,5
53,3,0,16,5
54,1,2,21,5
55,0,1,14,2
56,3,1,17,2
57,1,1,16,4
58,0,0,11,1
59,1,1,10,3
60,0,1,10,1
