"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,9,131,117
1,7,29,348,171
2,18,23,226,113
3,14,21,233,112
4,23,25,202,88
5,10,16,221,68
6,6,15,238,78
7,9,15,232,86
8,12,17,216,85
9,23,18,219,61
10,13,14,189,78
11,11,5,147,70
12,11,19,169,64
13,12,10,153,70
14,9,13,154,77
15,9,13,98,77
16,10,16,103,52
17,5,11,81,61
18,2,20,69,76
19,6,14,64,77
20,2,10,53,63
21,4,6,54,53
22,6,16,52,48
23,7,5,52,42
24,3,7,43,52
25,6,10,57,38
26,3,3,51,40
27,5,7,39,28
28,5,5,47,29
29,3,3,47,31
30,3,8,48,19
31,3,9,49,16
32,4,6,42,17
33,3,5,33,16
34,1,2,38,13
35,5,4,30,18
36,2,5,31,17
37,3,5,30,15
38,2,3,36,8
39,0,2,31,4
40,3,5,25,11
41,4,3,32,5
42,1,6,40,8
43,3,1,32,12
44,5,6,18,5
45,2,7,18,5
46,2,9,25,3
47,0,1,22,4
48,2,5,25,4
49,3,1,16,3
50,2,0,22,4
51,0,3,11,4
52,1,2,12,4
53,3,2,15,2
54,3,3,10,2
55,1,0,14,2
56,1,1,10,3
57,2,0,7,1
58,0,0,8,2
59,0,2,7,0
60,0,NA,NA,NA
