"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,1,190,160
2,14,4,538,235
3,13,4,424,160
4,17,5,437,137
5,14,9,409,129
6,12,5,443,96
7,10,4,455,96
8,8,3,454,122
9,10,4,448,114
10,6,2,394,97
11,3,2,349,101
12,12,8,286,121
13,6,0,284,103
14,5,3,240,103
15,1,6,223,106
16,4,4,181,110
17,3,6,167,92
18,2,6,143,96
19,4,1,118,113
20,3,6,95,100
21,3,8,99,100
22,4,6,90,79
23,11,7,80,73
24,4,6,79,64
25,3,4,84,74
26,3,1,78,58
27,2,6,74,68
28,3,5,75,47
29,3,8,72,48
30,2,8,76,46
31,0,5,68,43
32,0,5,71,33
33,2,6,67,35
34,3,6,56,29
35,2,5,61,29
36,5,6,48,28
37,1,4,52,30
38,5,6,47,26
39,3,7,48,16
40,2,5,47,8
41,7,3,45,23
42,1,4,55,15
43,1,9,60,11
44,2,2,51,21
45,5,3,32,10
46,1,6,25,10
47,2,3,43,9
48,2,5,30,5
49,2,4,34,9
50,4,1,26,6
51,3,4,30,7
52,0,2,24,7
53,0,2,23,7
54,2,0,24,7
55,1,0,17,5
56,1,3,24,4
57,0,2,25,5
58,2,5,12,1
59,2,1,13,4
60,0,2,11,2
