"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,17,159,145
1,9,45,448,200
2,33,48,330,139
3,32,47,343,127
4,31,44,303,113
5,26,35,310,82
6,35,35,337,92
7,25,43,350,106
8,18,36,341,102
9,26,32,305,73
10,36,21,261,92
11,13,36,197,98
12,16,23,219,85
13,20,20,188,89
14,12,21,186,92
15,8,18,133,93
16,9,20,125,75
17,12,20,108,82
18,8,20,93,94
19,5,12,70,88
20,7,7,70,77
21,4,10,68,68
22,10,7,68,63
23,7,16,60,52
24,5,16,64,61
25,5,7,65,48
26,3,10,62,52
27,3,7,59,36
28,3,8,54,37
29,5,6,60,40
30,6,10,56,30
31,2,11,58,25
32,5,8,57,26
33,3,7,45,22
34,2,4,50,18
35,0,9,42,21
36,1,5,37,22
37,4,2,37,19
38,4,3,42,11
39,3,2,37,6
40,4,4,34,18
41,1,3,42,11
42,2,3,52,9
43,1,0,43,15
44,4,3,24,9
45,3,3,22,8
46,1,1,36,4
47,4,2,25,5
48,3,2,28,5
49,2,4,22,4
50,2,1,27,7
51,0,0,16,5
52,5,0,18,5
53,2,0,21,5
54,2,0,15,2
55,0,0,19,2
56,1,2,16,4
57,1,2,11,1
58,1,1,11,3
59,1,0,10,2
60,0,NA,NA,NA
