"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,18,102,93
2,23,47,241,134
3,17,41,163,85
4,14,34,159,88
5,12,44,146,69
6,12,31,154,60
7,12,22,152,56
8,16,33,150,66
9,16,23,143,63
10,14,24,163,49
11,13,12,138,52
12,5,23,104,55
13,10,12,120,54
14,9,20,116,52
15,9,15,123,52
16,5,13,80,57
17,4,18,85,36
18,5,11,66,48
19,2,10,57,59
20,2,10,51,58
21,4,6,41,47
22,8,7,40,31
23,4,9,42,36
24,3,7,40,25
25,4,3,37,36
26,1,2,45,27
27,3,9,44,30
28,2,3,29,23
29,2,6,40,16
30,2,8,36,21
31,1,8,40,13
32,1,4,43,12
33,0,4,29,15
34,2,3,26,9
35,3,2,27,10
36,1,7,28,10
37,1,6,27,12
38,3,2,22,10
39,2,4,30,5
40,2,5,25,4
41,3,1,20,7
42,1,0,24,3
43,1,4,30,5
44,4,5,23,9
45,2,3,13,3
46,1,3,12,2
47,1,7,19,3
48,1,3,17,4
49,3,2,15,3
50,2,0,11,2
51,1,3,17,3
52,1,3,7,3
53,4,3,8,3
54,2,0,8,1
55,1,1,6,2
56,1,3,9,0
57,0,1,8,3
58,1,0,5,1
59,2,3,4,2
60,0,1,5,0
