"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,14,142,125
1,6,42,388,183
2,21,33,266,124
3,18,41,269,119
4,25,29,237,98
5,21,29,253,72
6,11,23,266,80
7,14,25,276,95
8,15,23,257,91
9,27,19,247,64
10,17,24,208,80
11,9,22,167,76
12,12,10,190,70
13,14,11,165,77
14,5,20,170,82
15,9,14,115,78
16,4,9,110,64
17,6,5,88,69
18,9,11,78,79
19,9,7,66,81
20,3,10,62,70
21,3,3,62,58
22,4,7,58,54
23,3,9,58,44
24,2,10,55,53
25,4,5,60,41
26,3,8,53,42
27,6,8,46,30
28,6,7,50,34
29,0,3,53,33
30,2,1,54,23
31,2,9,54,18
32,2,3,45,22
33,3,1,37,17
34,7,4,44,16
35,1,1,35,17
36,5,5,32,19
37,2,4,31,18
38,3,1,38,10
39,0,4,35,4
40,1,2,30,14
41,3,6,35,6
42,4,3,45,9
43,3,3,39,14
44,4,5,20,7
45,3,5,21,5
46,1,1,31,4
47,1,2,23,5
48,4,0,25,5
49,2,3,20,3
50,3,2,24,5
51,1,2,14,4
52,2,0,15,4
53,3,1,21,5
54,1,2,12,2
55,2,3,16,2
56,2,0,14,4
57,1,0,8,1
58,1,3,9,3
59,0,1,8,0
60,2,NA,NA,NA
