"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,5,186,157
1,10,14,524,234
2,21,11,412,159
3,15,15,418,136
4,30,24,395,127
5,19,17,428,96
6,15,18,430,96
7,22,11,428,121
8,21,15,425,113
9,19,13,381,93
10,13,17,332,99
11,10,18,267,120
12,19,16,273,100
13,10,12,230,100
14,7,11,217,104
15,5,8,172,109
16,9,16,160,92
17,6,12,133,95
18,9,11,113,112
19,7,14,93,99
20,2,5,91,94
21,8,15,83,77
22,7,12,78,68
23,7,15,76,60
24,4,11,82,69
25,3,9,75,57
26,3,16,72,63
27,3,5,72,45
28,5,9,66,46
29,4,10,72,47
30,2,5,63,41
31,4,7,68,32
32,3,8,66,33
33,2,6,49,27
34,6,4,59,26
35,2,7,46,28
36,2,5,50,27
37,2,1,43,23
38,4,1,48,15
39,1,8,47,8
40,0,5,39,23
41,5,6,53,14
42,2,5,57,10
43,2,6,49,20
44,3,5,29,10
45,1,3,25,10
46,0,0,41,7
47,3,5,29,5
48,2,2,32,8
49,2,2,24,6
50,1,5,27,7
51,3,1,23,6
52,1,5,23,6
53,0,2,25,5
54,2,3,17,4
55,0,2,23,2
56,2,2,23,5
57,1,3,12,1
58,1,1,13,3
59,1,0,10,2
60,1,NA,NA,NA
