"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,11,178,155
1,8,41,500,223
2,24,36,384,154
3,23,33,390,132
4,28,32,361,124
5,35,36,385,94
6,30,31,394,96
7,26,30,397,117
8,28,28,390,112
9,35,22,357,88
10,23,44,300,97
11,24,10,247,116
12,14,20,249,95
13,21,24,214,97
14,16,17,204,101
15,13,20,152,106
16,15,19,143,87
17,12,16,125,88
18,7,17,107,103
19,6,16,81,95
20,8,8,81,89
21,8,10,77,75
22,5,11,75,65
23,4,17,68,57
24,6,8,76,66
25,7,16,73,52
26,3,10,69,61
27,3,9,69,42
28,4,11,61,45
29,4,7,68,43
30,3,4,59,39
31,2,8,65,26
32,4,5,64,31
33,1,6,49,25
34,0,6,55,22
35,1,8,44,24
36,2,9,45,24
37,3,3,40,22
38,5,5,46,11
39,3,3,42,8
40,4,4,35,20
41,5,5,48,13
42,6,7,56,10
43,3,3,46,18
44,2,1,29,10
45,1,1,24,11
46,0,4,39,6
47,3,3,26,5
48,4,6,30,8
49,2,0,24,6
50,0,2,27,8
51,0,2,21,5
52,2,2,20,5
53,4,1,23,5
54,2,1,16,4
55,1,4,19,2
56,3,1,20,5
57,2,2,12,1
58,0,0,12,3
59,2,3,10,2
60,0,NA,NA,NA
