"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,9,139,124
1,9,30,385,180
2,21,33,263,124
3,18,30,266,118
4,20,35,228,95
5,24,25,247,70
6,12,25,261,80
7,10,31,272,95
8,13,25,254,91
9,23,13,242,64
10,18,13,207,80
11,6,26,163,76
12,15,17,188,70
13,15,10,163,77
14,4,8,167,81
15,10,12,112,78
16,3,13,109,62
17,5,12,88,66
18,6,5,78,79
19,7,8,65,81
20,4,10,61,69
21,4,10,62,56
22,4,7,57,54
23,4,8,57,44
24,3,11,53,54
25,3,8,59,41
26,3,4,52,42
27,7,1,46,29
28,5,9,49,34
29,1,3,53,33
30,2,1,54,23
31,2,4,54,18
32,1,1,44,21
33,4,6,37,17
34,6,5,44,16
35,1,1,34,17
36,6,4,33,19
37,2,2,30,18
38,4,7,38,10
39,0,4,35,4
40,0,4,29,14
41,4,5,34,6
42,4,8,44,9
43,3,2,39,14
44,4,3,19,7
45,2,0,20,5
46,2,5,31,3
47,1,2,23,5
48,3,2,25,5
49,3,0,18,3
50,4,1,24,5
51,1,3,13,3
52,3,2,15,4
53,3,1,20,5
54,2,1,11,2
55,2,4,15,2
56,1,2,13,4
57,1,0,7,1
58,1,0,9,3
59,0,2,8,0
60,2,NA,NA,NA
