"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,140,124
1,8,41,385,180
2,25,32,263,124
3,16,34,268,118
4,21,30,231,97
5,25,32,249,70
6,11,24,263,80
7,11,23,275,95
8,13,29,254,91
9,24,25,243,64
10,18,11,208,80
11,7,12,165,76
12,14,23,188,70
13,13,16,165,77
14,5,9,169,82
15,9,6,113,78
16,3,12,110,64
17,5,10,88,68
18,7,12,78,79
19,8,4,65,81
20,4,8,61,69
21,4,9,62,57
22,4,10,57,54
23,4,6,58,44
24,2,8,55,53
25,3,9,60,41
26,2,7,53,42
27,6,4,46,29
28,5,1,49,34
29,1,9,53,33
30,2,3,54,23
31,2,1,54,18
32,2,4,45,22
33,4,1,37,17
34,7,5,44,16
35,1,4,35,17
36,5,1,32,19
37,2,4,30,18
38,4,2,38,10
39,0,7,35,4
40,0,4,29,14
41,4,4,34,6
42,4,5,44,9
43,4,6,39,14
44,4,1,19,7
45,2,3,21,5
46,1,0,31,3
47,1,4,23,5
48,4,2,25,5
49,3,2,18,3
50,4,0,24,5
51,1,1,14,4
52,2,2,15,4
53,3,2,21,5
54,1,1,12,2
55,2,0,15,2
56,1,4,14,4
57,1,1,7,1
58,1,0,9,3
59,0,0,8,0
60,2,NA,NA,NA
