"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,8,124,113
1,5,31,300,164
2,32,31,201,102
3,10,31,200,103
4,23,30,182,79
5,16,28,196,67
6,14,33,206,74
7,15,23,202,76
8,14,15,191,77
9,24,22,205,58
10,11,15,167,68
11,17,24,133,68
12,11,24,147,59
13,15,16,133,67
14,13,18,139,69
15,8,9,90,72
16,8,17,92,48
17,7,13,75,55
18,4,16,62,70
19,5,14,58,71
20,4,13,48,57
21,4,12,52,44
22,4,9,48,46
23,5,13,45,38
24,5,3,42,43
25,1,14,49,32
26,5,18,50,37
27,5,19,34,24
28,4,9,41,19
29,3,10,41,27
30,3,6,46,14
31,3,7,44,14
32,2,10,34,17
33,7,5,29,13
34,1,7,31,12
35,5,5,30,17
36,0,4,30,13
37,1,4,28,13
38,0,4,35,6
39,0,3,29,4
40,1,7,23,9
41,1,3,27,3
42,2,5,35,8
43,4,2,27,10
44,5,5,18,5
45,0,4,15,3
46,1,2,21,3
47,2,5,20,4
48,2,1,18,3
49,1,3,14,3
50,1,2,19,4
51,1,3,12,4
52,1,0,10,4
53,1,2,14,2
54,1,0,9,2
55,0,0,12,0
56,2,1,9,3
57,0,3,6,1
58,0,0,6,2
59,1,2,7,0
60,0,NA,NA,NA
