"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,12,79,74
2,31,43,162,102
3,17,31,122,62
4,17,30,98,67
5,13,26,92,54
6,16,32,102,48
7,29,30,88,44
8,10,18,96,54
9,9,33,100,42
10,18,26,116,38
11,17,32,100,39
12,17,23,77,42
13,18,25,84,40
14,9,27,91,36
15,12,27,95,35
16,5,16,65,41
17,6,16,62,26
18,0,14,54,35
19,3,15,45,39
20,1,13,42,37
21,3,9,38,27
22,2,13,34,21
23,4,13,35,27
24,3,9,36,13
25,1,6,34,27
26,3,14,37,16
27,3,4,39,16
28,2,11,20,13
29,1,3,33,9
30,0,4,31,13
31,2,7,32,10
32,1,2,36,7
33,0,4,22,9
34,0,4,21,7
35,0,4,22,4
36,1,4,23,8
37,0,4,21,8
38,1,3,18,4
39,0,1,24,3
40,0,1,23,3
41,0,0,19,6
42,1,2,18,1
43,0,1,28,4
44,1,2,20,2
45,0,2,13,2
46,0,0,9,0
47,2,0,12,2
48,0,2,11,2
49,2,0,12,1
50,0,2,9,2
51,1,0,14,2
52,0,2,6,0
53,1,0,5,3
54,0,0,8,1
55,0,0,5,1
56,0,0,7,0
57,0,1,8,1
58,0,0,4,1
59,0,1,4,2
60,0,1,5,0
