"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,7,128,113
1,4,27,319,168
2,36,33,207,104
3,16,25,211,105
4,21,29,188,82
5,13,39,201,68
6,12,18,214,76
7,15,25,209,80
8,15,16,198,79
9,27,26,209,59
10,13,21,177,68
11,16,17,136,70
12,12,25,153,62
13,14,14,138,68
14,9,11,143,73
15,10,16,93,73
16,6,6,95,49
17,6,15,77,56
18,3,19,63,74
19,6,14,61,75
20,3,13,48,59
21,5,7,53,47
22,6,7,49,46
23,5,10,46,39
24,7,12,42,48
25,2,10,51,35
26,4,8,51,39
27,4,9,34,26
28,4,5,43,23
29,3,8,41,30
30,7,3,46,16
31,5,8,45,15
32,2,13,36,17
33,7,12,29,14
34,1,6,32,12
35,5,6,30,18
36,0,4,30,15
37,1,5,29,13
38,1,7,36,6
39,0,5,29,4
40,2,6,23,10
41,3,5,27,4
42,4,1,37,8
43,5,3,31,11
44,2,1,18,5
45,0,3,16,3
46,1,4,21,3
47,4,1,20,4
48,2,5,20,3
49,1,2,14,3
50,2,4,19,4
51,2,3,12,4
52,1,2,12,4
53,0,2,15,2
54,0,0,10,2
55,0,1,13,0
56,3,0,9,3
57,1,3,6,1
58,1,0,7,2
59,0,1,7,0
60,0,NA,NA,NA
