"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2,195,160
2,2,0,549,237
3,3,2,438,163
4,6,0,452,138
5,2,0,426,129
6,1,1,458,97
7,2,1,473,97
8,0,0,465,122
9,0,0,459,117
10,1,3,404,100
11,0,0,354,101
12,4,1,297,121
13,0,0,298,104
14,2,1,246,103
15,2,2,229,108
16,1,0,189,110
17,1,1,171,94
18,0,0,146,96
19,2,1,123,114
20,0,1,99,102
21,0,2,104,101
22,0,1,96,79
23,1,1,90,75
24,3,0,84,65
25,0,2,89,74
26,0,1,82,59
27,1,0,77,72
28,2,2,79,47
29,1,0,76,49
30,2,2,79,48
31,2,0,71,45
32,1,1,72,34
33,2,2,71,37
34,3,0,59,30
35,1,0,63,30
36,1,1,56,30
37,1,0,55,30
38,0,0,53,27
39,1,0,53,16
40,2,2,48,8
41,1,0,52,25
42,0,1,57,15
43,1,2,63,12
44,0,1,54,21
45,0,2,38,13
46,1,0,26,11
47,1,0,51,11
48,1,0,33,6
49,1,1,35,10
50,3,4,31,6
51,1,2,35,7
52,1,2,28,7
53,2,0,25,8
54,1,0,26,7
55,0,1,21,7
56,3,1,28,4
57,1,0,26,6
58,3,1,16,2
59,1,4,15,4
60,0,0,12,3
