"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,9,138,124
2,24,43,363,172
3,14,29,246,121
4,20,21,253,115
5,13,24,217,91
6,10,27,235,70
7,11,34,252,78
8,20,20,252,91
9,19,12,243,88
10,17,18,232,62
11,9,16,200,80
12,10,15,157,74
13,8,9,182,66
14,2,13,161,74
15,13,11,159,81
16,6,15,107,78
17,3,10,109,58
18,5,5,83,65
19,5,11,78,77
20,5,4,66,81
21,3,4,57,69
22,3,6,60,54
23,5,6,56,50
24,2,10,56,44
25,6,5,50,54
26,1,1,59,40
27,3,6,53,42
28,5,5,43,30
29,3,9,48,32
30,4,8,49,32
31,4,9,51,22
32,3,5,51,16
33,3,13,42,20
34,3,6,36,16
35,2,5,43,15
36,2,1,34,18
37,3,7,33,18
38,2,3,29,16
39,2,2,36,9
40,1,3,34,4
41,2,2,29,13
42,3,5,33,5
43,4,4,42,7
44,5,2,36,12
45,1,3,19,6
46,0,5,20,5
47,2,2,28,3
48,3,0,22,5
49,2,2,25,5
50,2,3,18,3
51,0,3,24,5
52,4,1,12,3
53,2,3,14,4
54,2,1,17,4
55,2,1,11,2
56,1,2,15,2
57,2,3,12,4
58,0,0,7,1
59,1,2,8,3
60,2,3,7,0
