"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,16,98,90
2,29,33,226,126
3,19,38,154,81
4,20,22,143,85
5,12,34,135,67
6,10,17,149,56
7,16,30,140,53
8,14,22,136,64
9,16,19,134,61
10,16,24,155,48
11,14,14,132,51
12,8,16,99,54
13,9,14,116,53
14,10,12,110,50
15,7,13,119,51
16,7,8,77,52
17,5,11,80,35
18,3,7,63,47
19,3,2,54,58
20,6,13,48,54
21,3,4,40,46
22,7,8,38,31
23,3,12,41,36
24,1,10,41,24
25,2,7,37,35
26,4,5,42,25
27,4,4,43,29
28,2,3,29,21
29,4,7,36,16
30,3,8,35,19
31,2,4,40,12
32,4,6,40,12
33,0,8,28,15
34,3,1,24,9
35,3,1,26,9
36,2,6,26,10
37,4,7,23,11
38,1,4,21,10
39,2,3,28,5
40,2,9,25,4
41,3,3,19,7
42,2,2,23,2
43,1,0,30,5
44,2,5,23,8
45,1,4,13,3
46,3,5,11,1
47,4,2,16,3
48,4,3,15,4
49,3,3,14,1
50,1,3,9,2
51,1,1,16,4
52,0,4,7,1
53,3,2,8,3
54,1,4,8,1
55,1,2,6,2
56,2,1,8,0
57,1,4,8,2
58,1,0,5,1
59,1,0,4,2
60,0,2,5,0
