"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,11,170,146
1,8,49,472,210
2,25,39,349,144
3,28,47,360,129
4,29,55,325,117
5,30,33,337,85
6,30,35,360,93
7,23,38,363,108
8,30,42,356,106
9,31,30,327,78
10,26,31,272,93
11,17,28,207,104
12,29,26,233,87
13,16,23,196,93
14,13,19,197,94
15,10,18,135,99
16,14,23,135,80
17,10,16,116,85
18,4,12,96,99
19,12,11,73,91
20,7,18,74,81
21,5,15,73,69
22,5,11,71,63
23,7,12,62,54
24,6,9,64,62
25,9,12,67,48
26,5,11,63,55
27,6,14,62,40
28,4,8,59,39
29,3,3,61,41
30,6,6,58,33
31,1,7,60,25
32,5,9,59,30
33,4,11,47,24
34,1,1,52,19
35,2,5,41,23
36,3,4,37,23
37,5,4,37,21
38,3,4,42,11
39,5,6,38,7
40,5,9,36,18
41,0,3,43,11
42,3,5,52,9
43,3,2,45,15
44,2,6,25,9
45,3,2,22,10
46,1,0,37,5
47,4,1,25,5
48,3,1,28,6
49,3,4,24,5
50,0,0,27,8
51,0,1,19,5
52,3,0,19,5
53,2,1,21,5
54,3,2,15,2
55,1,1,19,2
56,1,0,17,4
57,1,1,12,1
58,0,2,12,3
59,0,0,10,2
60,0,NA,NA,NA
