"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,9,14,83,79
2,35,29,189,112
3,12,21,143,69
4,18,22,124,74
5,7,16,116,61
6,12,25,125,51
7,30,29,114,46
8,12,21,109,57
9,17,18,115,50
10,18,16,133,41
11,15,14,116,41
12,9,11,92,50
13,10,14,104,48
14,11,13,101,45
15,8,12,109,46
16,6,17,70,48
17,9,14,71,30
18,6,18,54,41
19,6,8,47,50
20,6,12,42,50
21,2,11,39,33
22,3,13,35,26
23,3,8,40,32
24,1,15,38,19
25,1,10,35,30
26,3,10,38,19
27,3,9,41,25
28,4,11,24,19
29,1,8,34,13
30,2,12,31,17
31,2,10,35,11
32,3,6,38,8
33,2,7,22,12
34,4,7,21,9
35,4,7,22,4
36,1,5,24,9
37,1,3,22,9
38,0,4,20,6
39,0,6,24,5
40,1,1,23,3
41,1,9,20,6
42,1,3,19,1
43,1,3,28,4
44,2,2,20,3
45,0,0,13,2
46,1,4,9,0
47,1,1,14,3
48,0,3,12,3
49,1,2,13,1
50,0,2,9,2
51,1,2,14,3
52,0,3,7,1
53,0,2,6,3
54,0,0,8,1
55,1,1,5,2
56,1,0,7,0
57,0,1,8,1
58,1,0,4,1
59,0,0,4,2
60,0,1,5,0
