"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,10,139,125
2,27,49,368,175
3,17,36,253,122
4,19,16,259,116
5,20,21,221,91
6,12,34,242,70
7,14,23,257,80
8,19,15,259,93
9,23,13,245,89
10,19,21,235,62
11,10,20,201,80
12,13,18,158,75
13,11,8,182,68
14,6,12,161,74
15,12,13,161,81
16,4,13,110,78
17,4,7,109,59
18,3,11,85,67
19,5,11,79,77
20,4,12,67,81
21,3,8,59,69
22,4,3,60,55
23,4,9,57,51
24,2,4,56,44
25,4,4,52,54
26,3,5,59,40
27,4,3,53,42
28,5,10,44,30
29,3,5,48,32
30,4,1,49,33
31,5,5,51,23
32,2,4,52,16
33,3,9,43,21
34,5,5,36,17
35,1,7,43,16
36,5,5,34,18
37,3,10,33,18
38,4,4,29,16
39,1,4,37,9
40,0,0,35,4
41,2,8,29,13
42,4,2,33,5
43,3,2,43,7
44,3,2,38,13
45,1,1,19,6
46,2,5,20,5
47,2,3,28,3
48,3,2,22,5
49,2,3,25,5
50,2,4,18,3
51,0,2,24,5
52,2,0,14,3
53,3,1,14,4
54,1,3,19,4
55,2,1,11,2
56,1,1,15,2
57,1,3,13,4
58,0,1,7,1
59,0,1,9,3
60,1,2,8,0
