"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,10,82,76
2,28,29,182,109
3,19,24,132,65
4,18,27,116,71
5,13,25,105,57
6,12,17,119,50
7,29,20,104,46
8,16,22,103,56
9,16,26,107,47
10,18,20,128,39
11,18,23,108,40
12,13,20,87,49
13,7,15,100,45
14,13,16,97,41
15,10,16,105,42
16,8,16,67,45
17,10,9,69,26
18,5,19,54,39
19,4,14,45,45
20,5,17,42,47
21,2,12,39,31
22,1,16,35,23
23,2,11,39,30
24,0,19,38,15
25,2,11,34,29
26,4,9,38,17
27,3,9,40,23
28,6,7,20,17
29,2,12,32,10
30,1,7,31,15
31,2,3,34,11
32,2,9,36,7
33,0,6,22,11
34,0,3,21,9
35,3,12,23,4
36,1,4,25,8
37,1,5,21,9
38,1,1,19,4
39,0,1,24,5
40,1,5,23,3
41,0,1,19,6
42,0,3,19,1
43,0,3,28,4
44,1,2,20,3
45,0,3,13,2
46,0,4,9,0
47,1,2,14,2
48,1,0,11,3
49,1,1,13,1
50,0,0,9,2
51,1,2,14,3
52,0,1,6,1
53,1,1,5,3
54,0,1,8,1
55,0,0,5,2
56,1,0,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
