"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,6,185,157
1,11,13,520,232
2,27,15,409,159
3,18,25,415,136
4,31,18,393,126
5,21,19,422,96
6,20,14,429,96
7,23,17,423,121
8,25,12,418,113
9,28,17,378,92
10,16,18,327,99
11,15,18,262,120
12,21,13,271,100
13,12,11,227,100
14,10,9,215,104
15,6,15,168,109
16,13,12,158,92
17,8,12,133,94
18,9,15,112,111
19,6,7,90,98
20,5,15,89,94
21,9,13,83,77
22,6,15,78,68
23,7,11,76,60
24,3,9,78,69
25,7,17,75,56
26,2,6,71,63
27,3,10,72,45
28,5,10,66,46
29,4,5,70,46
30,4,7,62,41
31,4,8,68,32
32,5,6,66,33
33,2,6,50,27
34,4,9,59,25
35,2,5,46,28
36,2,1,48,27
37,4,2,43,23
38,3,8,48,15
39,1,5,45,8
40,2,6,37,23
41,7,5,52,14
42,3,6,57,10
43,2,6,48,20
44,4,3,29,10
45,1,0,24,10
46,1,5,40,7
47,4,2,29,5
48,1,3,31,8
49,3,5,24,6
50,1,1,27,7
51,3,6,22,6
52,2,2,23,6
53,0,4,25,5
54,2,2,17,4
55,0,2,23,2
56,2,3,23,5
57,1,1,12,1
58,1,0,13,3
59,1,0,10,2
60,1,NA,NA,NA
