"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,4,13,112,107
1,10,27,270,151
2,29,33,177,97
3,22,28,182,97
4,25,37,165,75
5,25,38,179,63
6,19,41,180,70
7,18,29,178,71
8,15,24,166,71
9,20,24,188,54
10,16,14,152,57
11,18,18,117,62
12,14,33,132,59
13,11,27,124,60
14,8,17,131,63
15,7,23,85,66
16,7,16,87,39
17,3,18,69,52
18,4,15,60,64
19,2,15,55,66
20,2,11,46,54
21,5,11,46,42
22,6,12,45,42
23,4,7,42,32
24,3,12,41,40
25,2,8,47,29
26,2,9,47,33
27,3,5,33,24
28,0,11,42,18
29,0,5,37,23
30,3,12,42,14
31,3,8,43,13
32,3,6,31,16
33,3,5,29,12
34,0,4,29,11
35,3,5,29,13
36,0,3,29,12
37,1,4,24,10
38,3,2,31,5
39,2,5,27,4
40,1,2,22,8
41,2,1,25,3
42,2,1,32,8
43,2,6,23,10
44,8,2,16,5
45,1,4,14,3
46,1,2,20,3
47,1,2,18,4
48,3,1,16,3
49,2,1,12,2
50,2,2,18,4
51,1,0,9,4
52,3,4,9,4
53,1,2,10,1
54,3,0,7,2
55,1,2,10,0
56,2,2,9,3
57,0,0,6,1
58,0,0,6,2
59,1,3,6,0
60,1,NA,NA,NA
