"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,27,173,149
1,9,31,478,214
2,30,39,362,145
3,27,53,373,131
4,25,39,337,117
5,33,46,347,87
6,36,47,368,95
7,26,32,374,113
8,29,32,366,106
9,35,36,334,83
10,27,20,279,95
11,21,26,222,110
12,25,25,238,89
13,18,25,201,93
14,12,16,200,97
15,7,19,139,103
16,18,19,139,81
17,13,19,118,86
18,5,14,99,101
19,11,12,77,91
20,6,13,77,83
21,4,17,76,71
22,2,12,73,64
23,7,9,63,56
24,7,11,67,63
25,8,17,68,49
26,5,12,63,55
27,7,6,64,40
28,5,7,60,40
29,3,8,61,41
30,7,10,58,34
31,2,10,62,25
32,4,9,60,30
33,4,6,47,24
34,2,3,53,19
35,2,5,42,25
36,2,5,42,23
37,3,8,38,22
38,3,11,44,11
39,3,0,42,7
40,1,5,36,18
41,2,2,45,11
42,4,2,53,10
43,3,3,45,16
44,2,4,27,9
45,2,7,23,10
46,1,2,37,6
47,5,3,26,5
48,2,1,29,6
49,2,5,24,6
50,0,1,27,8
51,0,0,21,5
52,1,0,20,5
53,2,1,23,5
54,1,4,15,4
55,1,0,19,2
56,2,0,17,5
57,1,0,12,1
58,0,0,12,3
59,0,1,10,2
60,0,NA,NA,NA
