"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,4,0,192,159
2,9,1,542,236
3,7,3,431,162
4,15,4,442,137
5,9,3,417,129
6,6,3,454,97
7,9,2,462,96
8,8,3,456,122
9,8,3,452,116
10,3,1,400,98
11,2,3,351,101
12,3,1,295,121
13,5,4,290,103
14,4,1,243,103
15,1,2,225,108
16,6,3,185,110
17,1,2,171,92
18,2,0,144,96
19,4,0,119,114
20,3,1,97,101
21,2,1,102,100
22,0,1,95,79
23,3,3,88,73
24,4,0,83,65
25,2,3,87,74
26,1,5,82,59
27,1,2,76,71
28,2,3,79,47
29,2,3,74,49
30,2,1,78,47
31,3,2,68,45
32,2,4,71,34
33,0,4,70,36
34,3,3,58,30
35,2,3,62,30
36,6,1,51,29
37,2,0,53,30
38,5,1,48,27
39,3,1,50,16
40,2,4,47,8
41,4,3,48,25
42,0,5,57,15
43,0,2,62,11
44,0,3,54,21
45,3,4,35,13
46,0,2,26,11
47,4,5,46,9
48,0,4,32,6
49,1,5,35,9
50,4,4,28,6
51,3,2,32,7
52,1,0,26,6
53,1,1,23,7
54,2,4,24,7
55,4,2,17,5
56,1,2,25,4
57,1,3,25,5
58,3,1,13,1
59,1,4,15,5
60,1,1,11,3
