"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,12,148,131
2,28,33,415,190
3,24,44,295,128
4,25,44,303,123
5,27,34,262,102
6,14,31,275,75
7,20,28,289,85
8,18,40,302,102
9,26,24,287,95
10,16,27,276,64
11,14,30,226,86
12,16,18,181,85
13,10,28,205,77
14,9,16,174,79
15,7,18,177,86
16,14,17,119,83
17,9,15,116,69
18,6,13,98,76
19,8,12,86,84
20,3,10,69,83
21,1,8,68,73
22,3,8,65,59
23,3,5,60,57
24,3,6,58,46
25,7,10,56,57
26,2,5,63,44
27,5,7,58,47
28,2,9,52,32
29,2,7,51,35
30,5,6,54,35
31,3,3,54,26
32,3,9,55,20
33,5,4,52,22
34,2,4,42,18
35,2,2,47,16
36,3,4,39,20
37,2,4,33,20
38,3,7,33,18
39,3,1,38,11
40,1,3,37,6
41,0,2,34,16
42,5,1,38,8
43,2,1,49,9
44,3,3,41,15
45,1,2,23,8
46,1,3,22,7
47,2,2,35,4
48,4,0,25,5
49,1,2,27,5
50,0,0,22,4
51,2,0,25,7
52,2,1,16,5
53,2,0,17,5
54,1,2,21,5
55,0,2,14,2
56,3,0,17,2
57,1,2,16,4
58,0,1,11,1
59,1,1,10,3
60,0,1,10,1
