"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,7,83,76
2,32,28,183,110
3,20,33,132,69
4,23,26,118,73
5,12,21,110,57
6,10,23,122,50
7,31,22,108,46
8,19,15,104,56
9,14,13,111,47
10,20,20,128,39
11,17,19,112,41
12,10,19,91,50
13,6,21,103,45
14,12,18,98,43
15,10,10,107,43
16,9,16,67,47
17,10,12,70,27
18,5,14,54,39
19,5,10,47,47
20,6,18,42,48
21,2,10,39,32
22,2,14,35,23
23,3,10,39,30
24,0,15,38,16
25,2,10,34,29
26,3,19,38,17
27,2,10,41,24
28,3,8,24,17
29,1,9,33,11
30,2,7,31,15
31,2,10,35,11
32,3,6,37,7
33,0,3,22,11
34,0,8,21,9
35,4,6,22,4
36,1,2,24,8
37,1,11,22,9
38,1,4,20,4
39,0,5,24,5
40,1,1,23,3
41,1,1,19,6
42,0,4,19,1
43,0,1,28,4
44,1,3,20,3
45,0,3,13,2
46,0,2,9,0
47,1,3,14,3
48,1,3,11,3
49,1,2,13,1
50,0,0,9,2
51,1,1,14,3
52,0,0,6,1
53,0,2,6,3
54,0,1,8,1
55,0,1,5,2
56,1,1,7,0
57,0,0,8,1
58,0,0,4,1
59,0,0,4,2
60,0,0,5,0
