"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,8,111,104
1,11,44,265,149
2,24,47,171,96
3,23,51,177,92
4,22,35,162,75
5,22,29,176,62
6,19,30,176,69
7,17,22,173,70
8,17,22,160,70
9,22,37,181,53
10,19,31,149,56
11,15,18,113,62
12,17,24,131,58
13,10,19,122,58
14,11,19,131,62
15,6,18,85,65
16,7,14,86,38
17,4,12,67,52
18,5,17,59,62
19,3,15,54,63
20,2,11,47,52
21,5,12,46,39
22,6,10,44,40
23,3,11,42,30
24,2,6,41,40
25,2,11,47,28
26,2,5,47,33
27,3,12,32,24
28,2,7,41,18
29,1,6,37,23
30,3,6,41,14
31,3,4,43,13
32,3,6,29,16
33,5,4,29,12
34,1,5,29,11
35,3,2,29,12
36,0,5,28,12
37,1,2,22,10
38,5,1,31,5
39,2,1,27,4
40,1,6,22,8
41,2,2,25,3
42,1,5,31,7
43,3,4,23,10
44,7,3,15,4
45,2,1,13,2
46,3,0,20,3
47,1,2,18,4
48,3,0,16,3
49,2,4,12,2
50,1,3,18,4
51,1,0,9,3
52,3,2,9,4
53,1,2,10,1
54,3,0,6,2
55,2,0,10,0
56,2,3,9,3
57,0,2,6,1
58,0,0,5,2
59,2,2,5,0
60,1,NA,NA,NA
