"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,17,145,126
1,5,40,394,187
2,25,40,274,124
3,22,27,277,121
4,24,26,248,99
5,20,32,255,72
6,14,33,271,80
7,16,26,286,97
8,15,29,270,91
9,23,20,251,64
10,26,16,212,83
11,14,15,169,81
12,16,19,199,73
13,13,12,166,77
14,7,9,172,83
15,9,16,113,79
16,6,15,111,64
17,8,7,92,70
18,8,10,79,80
19,10,14,66,81
20,3,11,64,70
21,5,7,64,58
22,2,3,59,56
23,3,9,59,44
24,1,5,55,55
25,5,10,62,42
26,1,2,54,45
27,5,4,47,32
28,5,8,50,34
29,0,7,53,34
30,3,3,54,25
31,2,5,54,18
32,3,5,45,22
33,6,5,41,17
34,3,4,45,16
35,1,1,36,17
36,4,7,33,19
37,1,1,33,18
38,1,1,38,10
39,0,3,35,4
40,1,1,32,16
41,1,4,36,8
42,4,3,47,9
43,1,1,40,15
44,3,3,21,8
45,2,2,21,6
46,1,4,31,4
47,5,2,23,5
48,4,1,26,5
49,1,3,20,3
50,3,3,24,6
51,1,1,14,4
52,4,2,16,4
53,2,0,21,5
54,1,3,12,2
55,2,1,16,2
56,2,1,14,4
57,1,0,8,1
58,2,0,9,3
59,1,2,9,0
60,2,NA,NA,NA
