"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,19,159,145
1,9,46,448,199
2,32,46,330,139
3,29,49,343,127
4,28,36,303,113
5,26,38,308,81
6,36,44,336,91
7,24,39,347,106
8,16,35,340,102
9,25,23,304,72
10,34,40,260,92
11,13,25,197,98
12,14,24,219,85
13,18,22,188,89
14,11,19,186,92
15,6,23,132,92
16,9,21,126,74
17,11,21,107,81
18,8,13,93,94
19,5,7,70,88
20,7,10,70,77
21,4,9,68,67
22,9,16,68,64
23,7,16,60,51
24,5,7,64,61
25,4,10,65,48
26,3,7,62,52
27,3,8,59,36
28,3,6,54,37
29,5,10,60,40
30,6,11,56,30
31,2,9,58,25
32,4,7,57,26
33,3,5,45,22
34,1,9,50,18
35,0,6,42,20
36,1,2,37,22
37,4,3,37,19
38,4,3,42,11
39,3,4,37,6
40,4,3,34,18
41,1,3,42,11
42,2,0,52,9
43,1,3,43,15
44,4,3,24,9
45,1,1,22,8
46,2,3,36,4
47,4,2,25,5
48,3,4,28,5
49,2,1,22,4
50,2,0,27,7
51,0,0,16,5
52,5,0,18,5
53,2,0,21,5
54,2,0,15,2
55,0,2,19,2
56,1,2,16,4
57,1,2,11,1
58,0,0,11,3
59,1,0,10,2
60,0,NA,NA,NA
