"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,20,158,142
1,8,52,447,199
2,28,40,327,138
3,31,43,341,126
4,26,50,302,113
5,22,44,305,80
6,34,36,332,91
7,26,25,343,105
8,20,45,334,100
9,26,31,304,71
10,28,28,254,92
11,15,26,196,94
12,14,23,218,84
13,18,26,184,87
14,14,23,187,92
15,5,23,131,92
16,8,15,124,73
17,12,10,107,81
18,7,11,92,92
19,4,9,70,88
20,7,17,70,78
21,4,19,68,66
22,9,8,67,63
23,6,10,60,51
24,4,7,64,61
25,4,9,65,48
26,2,7,62,51
27,3,10,59,36
28,2,13,54,37
29,5,9,59,39
30,7,7,56,30
31,2,7,57,25
32,5,10,57,25
33,3,6,45,22
34,1,2,49,18
35,1,4,41,20
36,2,3,36,22
37,4,5,37,19
38,3,3,42,11
39,2,3,37,6
40,4,0,34,18
41,1,4,42,11
42,1,4,52,9
43,0,1,42,15
44,4,5,24,9
45,1,4,22,7
46,0,4,36,4
47,4,1,25,5
48,3,0,28,5
49,2,0,22,4
50,2,0,27,7
51,0,1,16,5
52,4,0,18,5
53,2,2,21,5
54,2,2,14,2
55,1,2,19,2
56,1,0,16,4
57,1,0,11,1
58,0,1,11,3
59,1,1,10,2
60,0,NA,NA,NA
