"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,10,129,113
1,5,23,333,170
2,28,21,215,110
3,16,24,218,109
4,19,29,192,85
5,13,23,203,68
6,14,25,221,76
7,20,26,213,85
8,17,22,210,81
9,22,25,214,59
10,13,25,184,74
11,12,16,138,71
12,15,16,157,62
13,15,9,141,69
14,10,21,147,73
15,13,13,96,73
16,5,12,96,50
17,8,15,79,60
18,3,8,66,74
19,5,10,62,77
20,1,14,52,60
21,4,4,54,50
22,5,14,50,45
23,9,14,48,41
24,4,10,42,49
25,4,9,53,37
26,3,6,53,37
27,3,7,35,28
28,6,7,43,26
29,5,8,41,30
30,7,6,48,16
31,2,5,47,15
32,4,9,37,18
33,7,3,30,14
34,1,7,35,13
35,5,2,30,18
36,0,8,30,16
37,3,8,29,14
38,1,12,36,8
39,0,3,29,4
40,2,5,24,11
41,3,3,28,4
42,4,4,39,8
43,4,6,31,11
44,3,4,18,5
45,1,4,17,4
46,2,3,23,3
47,2,0,21,4
48,3,1,23,3
49,3,0,14,3
50,2,0,19,4
51,3,3,12,4
52,1,1,12,4
53,1,3,15,2
54,2,2,10,2
55,1,3,14,1
56,2,1,9,3
57,2,1,6,1
58,1,0,7,2
59,0,0,7,0
60,0,NA,NA,NA
