"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,25,164,143
1,8,40,461,209
2,29,50,340,140
3,32,48,353,129
4,28,57,317,114
5,25,43,324,84
6,30,44,351,92
7,27,41,356,106
8,26,34,352,106
9,25,31,319,77
10,27,26,269,92
11,14,25,202,101
12,28,29,226,87
13,15,23,194,91
14,12,16,192,92
15,11,17,134,95
16,11,24,131,78
17,12,20,113,83
18,5,13,93,98
19,11,16,73,90
20,5,13,72,78
21,2,15,72,68
22,6,12,71,63
23,5,18,61,53
24,5,9,64,62
25,6,5,67,48
26,5,8,62,55
27,6,7,61,39
28,3,12,55,38
29,6,12,61,40
30,6,2,58,32
31,0,5,60,25
32,5,6,59,28
33,3,6,46,23
34,2,5,52,19
35,1,8,41,23
36,1,9,37,23
37,5,4,37,20
38,3,5,42,11
39,3,2,37,7
40,6,7,35,18
41,1,3,42,11
42,4,1,52,9
43,2,2,45,15
44,2,1,24,9
45,4,4,22,9
46,1,1,37,4
47,3,1,25,5
48,3,0,28,6
49,3,2,24,5
50,0,3,27,7
51,0,1,17,5
52,4,0,19,5
53,1,1,21,5
54,3,4,15,2
55,0,1,19,2
56,1,0,16,4
57,1,0,12,1
58,0,0,12,3
59,0,0,10,2
60,0,NA,NA,NA
