"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,28,151,135
2,26,46,426,192
3,20,53,307,133
4,28,42,312,124
5,23,40,275,105
6,24,32,279,76
7,24,31,300,88
8,19,38,317,102
9,22,35,302,96
10,16,17,280,67
11,13,20,237,86
12,13,15,188,87
13,10,25,210,80
14,9,14,178,83
15,6,16,180,87
16,10,25,123,85
17,9,17,117,70
18,5,19,101,76
19,9,15,88,86
20,5,17,69,86
21,1,13,68,73
22,3,9,67,60
23,5,12,61,57
24,2,8,59,47
25,2,10,62,57
26,1,6,65,44
27,5,7,58,47
28,2,2,56,32
29,3,6,52,35
30,4,8,56,37
31,2,2,55,26
32,4,5,55,23
33,3,7,55,23
34,2,7,43,21
35,2,3,49,17
36,2,1,40,19
37,3,2,33,20
38,2,3,36,19
39,4,1,38,12
40,2,2,37,6
41,1,3,34,16
42,4,2,40,8
43,2,5,50,9
44,2,1,42,15
45,0,1,24,9
46,2,2,22,7
47,3,1,35,4
48,4,0,25,5
49,0,2,28,5
50,0,3,22,4
51,1,2,26,7
52,3,2,16,5
53,2,0,17,5
54,1,2,21,5
55,0,0,14,2
56,3,0,17,2
57,1,1,16,4
58,0,0,11,1
59,0,2,11,3
60,0,2,10,2
