Version,Date_of_report,Date_of_statistics_week_start,Variant_code,Variant_name,ECDC_category,Sample_size,Variant_cases
1,2021-06-25T09:50:30Z,2020-12-14,P.1,Gamma,VOC,203,0
1,2021-06-25T09:50:30Z,2020-12-14,B.1.617.2,Delta,VOC,203,0
1,2021-06-25T09:50:30Z,2020-12-14,B.1.525,Eta,VOI,203,0
1,2021-06-25T09:50:30Z,2020-12-14,B.1.427/B.1.429,Epsilon,VOI,203,0
1,2021-06-25T09:50:30Z,2020-12-14,P.3,Theta,VOI,203,0
1,2021-06-25T09:50:30Z,2020-12-14,B.1.617.1,Kappa,VOI,203,0
1,2021-06-25T09:50:30Z,2020-12-14,C.37,Lambda,VUM,203,0
1,2021-06-25T09:50:30Z,2020-12-14,B.1.526,Iota,VUM,203,0
1,2021-06-25T09:50:30Z,2020-12-14,P.2,Zeta,VUM,203,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.1.7,Alpha,VOC,257,5
1,2021-06-25T09:50:30Z,2020-12-21,B.1.351,Beta,VOC,257,1
1,2021-06-25T09:50:30Z,2020-12-21,P.1,Gamma,VOC,257,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.617.2,Delta,VOC,257,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.525,Eta,VOI,257,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.427/B.1.429,Epsilon,VOI,257,0
1,2021-06-25T09:50:30Z,2020-12-21,P.3,Theta,VOI,257,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.617.1,Kappa,VOI,257,0
1,2021-06-25T09:50:30Z,2020-12-21,C.37,Lambda,VUM,257,0
1,2021-06-25T09:50:30Z,2020-12-21,B.1.526,Iota,VUM,257,0
1,2021-06-25T09:50:30Z,2020-12-21,P.2,Zeta,VUM,257,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.1.7,Alpha,VOC,209,9
1,2021-06-25T09:50:30Z,2020-12-28,B.1.351,Beta,VOC,209,1
1,2021-06-25T09:50:30Z,2020-12-28,P.1,Gamma,VOC,209,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.617.2,Delta,VOC,209,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.525,Eta,VOI,209,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.427/B.1.429,Epsilon,VOI,209,0
1,2021-06-25T09:50:30Z,2020-12-28,P.3,Theta,VOI,209,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.617.1,Kappa,VOI,209,0
1,2021-06-25T09:50:30Z,2020-12-28,C.37,Lambda,VUM,209,0
1,2021-06-25T09:50:30Z,2020-12-28,B.1.526,Iota,VUM,209,0
1,2021-06-25T09:50:30Z,2020-12-28,P.2,Zeta,VUM,209,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.1.7,Alpha,VOC,357,45
1,2021-06-25T09:50:30Z,2021-01-04,B.1.351,Beta,VOC,357,0
1,2021-06-25T09:50:30Z,2021-01-04,P.1,Gamma,VOC,357,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.617.2,Delta,VOC,357,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.525,Eta,VOI,357,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.427/B.1.429,Epsilon,VOI,357,0
1,2021-06-25T09:50:30Z,2021-01-04,P.3,Theta,VOI,357,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.617.1,Kappa,VOI,357,0
1,2021-06-25T09:50:30Z,2021-01-04,C.37,Lambda,VUM,357,0
1,2021-06-25T09:50:30Z,2021-01-04,B.1.526,Iota,VUM,357,0
1,2021-06-25T09:50:30Z,2021-01-04,P.2,Zeta,VUM,357,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.1.7,Alpha,VOC,303,61
1,2021-06-25T09:50:30Z,2021-01-11,B.1.351,Beta,VOC,303,3
1,2021-06-25T09:50:30Z,2021-01-11,P.1,Gamma,VOC,303,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.617.2,Delta,VOC,303,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.525,Eta,VOI,303,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.427/B.1.429,Epsilon,VOI,303,0
1,2021-06-25T09:50:30Z,2021-01-11,P.3,Theta,VOI,303,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.617.1,Kappa,VOI,303,0
1,2021-06-25T09:50:30Z,2021-01-11,C.37,Lambda,VUM,303,0
1,2021-06-25T09:50:30Z,2021-01-11,B.1.526,Iota,VUM,303,0
1,2021-06-25T09:50:30Z,2021-01-11,P.2,Zeta,VUM,303,2
1,2021-06-25T09:50:30Z,2021-01-18,B.1.1.7,Alpha,VOC,645,157
1,2021-06-25T09:50:30Z,2021-01-18,B.1.351,Beta,VOC,645,3
1,2021-06-25T09:50:30Z,2021-01-18,P.1,Gamma,VOC,645,0
1,2021-06-25T09:50:30Z,2021-01-18,B.1.617.2,Delta,VOC,645,0
1,2021-06-25T09:50:30Z,2021-01-18,B.1.525,Eta,VOI,645,0
1,2021-06-25T09:50:30Z,2021-01-18,B.1.427/B.1.429,Epsilon,VOI,645,0
1,2021-06-25T09:50:30Z,2021-01-18,P.3,Theta,VOI,645,0
1,2021-06-25T09:50:30Z,2021-01-18,B.1.617.1,Kappa,VOI,645,0
1,2021-06-25T09:50:30Z,2021-01-18,C.37,Lambda,VUM,645,0
1,2021-06-25T09:50:30Z,2021-01-18,B.1.526,Iota,VUM,645,0
1,2021-06-25T09:50:30Z,2021-01-18,P.2,Zeta,VUM,645,0
1,2021-06-25T09:50:30Z,2021-01-25,B.1.1.7,Alpha,VOC,837,223
1,2021-06-25T09:50:30Z,2021-01-25,B.1.351,Beta,VOC,837,14
1,2021-06-25T09:50:30Z,2021-01-25,P.1,Gamma,VOC,837,1
1,2021-06-25T09:50:30Z,2021-01-25,B.1.617.2,Delta,VOC,837,0
1,2021-06-25T09:50:30Z,2021-01-25,B.1.525,Eta,VOI,837,0
1,2021-06-25T09:50:30Z,2021-01-25,B.1.427/B.1.429,Epsilon,VOI,837,0
1,2021-06-25T09:50:30Z,2021-01-25,P.3,Theta,VOI,837,0
1,2021-06-25T09:50:30Z,2021-01-25,B.1.617.1,Kappa,VOI,837,0
1,2021-06-25T09:50:30Z,2021-01-25,C.37,Lambda,VUM,837,0
1,2021-06-25T09:50:30Z,2021-01-25,B.1.526,Iota,VUM,837,0
1,2021-06-25T09:50:30Z,2021-01-25,P.2,Zeta,VUM,837,0
1,2021-06-25T09:50:30Z,2021-02-01,B.1.1.7,Alpha,VOC,902,290
1,2021-06-25T09:50:30Z,2021-02-01,B.1.351,Beta,VOC,902,20
1,2021-06-25T09:50:30Z,2021-02-01,P.1,Gamma,VOC,902,0
1,2021-06-25T09:50:30Z,2021-02-01,B.1.617.2,Delta,VOC,902,0
1,2021-06-25T09:50:30Z,2021-02-01,B.1.525,Eta,VOI,902,2
1,2021-06-25T09:50:30Z,2021-02-01,B.1.427/B.1.429,Epsilon,VOI,902,0
1,2021-06-25T09:50:30Z,2021-02-01,P.3,Theta,VOI,902,0
1,2021-06-25T09:50:30Z,2021-02-01,B.1.617.1,Kappa,VOI,902,0
1,2021-06-25T09:50:30Z,2021-02-01,C.37,Lambda,VUM,902,0
1,2021-06-25T09:50:30Z,2021-02-01,B.1.526,Iota,VUM,902,0
1,2021-06-25T09:50:30Z,2021-02-01,P.2,Zeta,VUM,902,1
1,2021-06-25T09:50:30Z,2021-02-08,B.1.1.7,Alpha,VOC,964,394
1,2021-06-25T09:50:30Z,2021-02-08,B.1.351,Beta,VOC,964,32
1,2021-06-25T09:50:30Z,2021-02-08,P.1,Gamma,VOC,964,0
1,2021-06-25T09:50:30Z,2021-02-08,B.1.617.2,Delta,VOC,964,0
1,2021-06-25T09:50:30Z,2021-02-08,B.1.525,Eta,VOI,964,1
1,2021-06-25T09:50:30Z,2021-02-08,B.1.427/B.1.429,Epsilon,VOI,964,0
1,2021-06-25T09:50:30Z,2021-02-08,P.3,Theta,VOI,964,0
1,2021-06-25T09:50:30Z,2021-02-08,B.1.617.1,Kappa,VOI,964,0
1,2021-06-25T09:50:30Z,2021-02-08,C.37,Lambda,VUM,964,0
1,2021-06-25T09:50:30Z,2021-02-08,B.1.526,Iota,VUM,964,0
1,2021-06-25T09:50:30Z,2021-02-08,P.2,Zeta,VUM,964,3
1,2021-06-25T09:50:30Z,2021-02-15,B.1.1.7,Alpha,VOC,1041,651
1,2021-06-25T09:50:30Z,2021-02-15,B.1.351,Beta,VOC,1041,32
1,2021-06-25T09:50:30Z,2021-02-15,P.1,Gamma,VOC,1041,1
1,2021-06-25T09:50:30Z,2021-02-15,B.1.617.2,Delta,VOC,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,B.1.525,Eta,VOI,1041,4
1,2021-06-25T09:50:30Z,2021-02-15,B.1.427/B.1.429,Epsilon,VOI,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,P.3,Theta,VOI,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,B.1.617.1,Kappa,VOI,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,C.37,Lambda,VUM,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,B.1.526,Iota,VUM,1041,0
1,2021-06-25T09:50:30Z,2021-02-15,P.2,Zeta,VUM,1041,0
1,2021-06-25T09:50:30Z,2021-02-22,B.1.1.7,Alpha,VOC,1037,795
1,2021-06-25T09:50:30Z,2021-02-22,B.1.351,Beta,VOC,1037,19
1,2021-06-25T09:50:30Z,2021-02-22,P.1,Gamma,VOC,1037,3
1,2021-06-25T09:50:30Z,2021-02-22,B.1.617.2,Delta,VOC,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,B.1.525,Eta,VOI,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,B.1.427/B.1.429,Epsilon,VOI,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,P.3,Theta,VOI,1037,1
1,2021-06-25T09:50:30Z,2021-02-22,B.1.617.1,Kappa,VOI,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,C.37,Lambda,VUM,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,B.1.526,Iota,VUM,1037,0
1,2021-06-25T09:50:30Z,2021-02-22,P.2,Zeta,VUM,1037,0
1,2021-06-25T09:50:30Z,2021-03-01,B.1.1.7,Alpha,VOC,1516,1267
1,2021-06-25T09:50:30Z,2021-03-01,B.1.351,Beta,VOC,1516,25
1,2021-06-25T09:50:30Z,2021-03-01,P.1,Gamma,VOC,1516,11
1,2021-06-25T09:50:30Z,2021-03-01,B.1.617.2,Delta,VOC,1516,0
1,2021-06-25T09:50:30Z,2021-03-01,B.1.525,Eta,VOI,1516,7
1,2021-06-25T09:50:30Z,2021-03-01,B.1.427/B.1.429,Epsilon,VOI,1516,2
1,2021-06-25T09:50:30Z,2021-03-01,P.3,Theta,VOI,1516,0
1,2021-06-25T09:50:30Z,2021-03-01,B.1.617.1,Kappa,VOI,1516,0
1,2021-06-25T09:50:30Z,2021-03-01,C.37,Lambda,VUM,1516,0
1,2021-06-25T09:50:30Z,2021-03-01,B.1.526,Iota,VUM,1516,0
1,2021-06-25T09:50:30Z,2021-03-01,P.2,Zeta,VUM,1516,0
1,2021-06-25T09:50:30Z,2021-03-08,B.1.1.7,Alpha,VOC,1974,1724
1,2021-06-25T09:50:30Z,2021-03-08,B.1.351,Beta,VOC,1974,56
1,2021-06-25T09:50:30Z,2021-03-08,P.1,Gamma,VOC,1974,15
1,2021-06-25T09:50:30Z,2021-03-08,B.1.617.2,Delta,VOC,1974,0
1,2021-06-25T09:50:30Z,2021-03-08,B.1.525,Eta,VOI,1974,5
1,2021-06-25T09:50:30Z,2021-03-08,B.1.427/B.1.429,Epsilon,VOI,1974,2
1,2021-06-25T09:50:30Z,2021-03-08,P.3,Theta,VOI,1974,0
1,2021-06-25T09:50:30Z,2021-03-08,B.1.617.1,Kappa,VOI,1974,0
1,2021-06-25T09:50:30Z,2021-03-08,C.37,Lambda,VUM,1974,0
1,2021-06-25T09:50:30Z,2021-03-08,B.1.526,Iota,VUM,1974,0
1,2021-06-25T09:50:30Z,2021-03-08,P.2,Zeta,VUM,1974,0
1,2021-06-25T09:50:30Z,2021-03-15,B.1.1.7,Alpha,VOC,1563,1403
1,2021-06-25T09:50:30Z,2021-03-15,B.1.351,Beta,VOC,1563,55
1,2021-06-25T09:50:30Z,2021-03-15,P.1,Gamma,VOC,1563,23
1,2021-06-25T09:50:30Z,2021-03-15,B.1.617.2,Delta,VOC,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,B.1.525,Eta,VOI,1563,2
1,2021-06-25T09:50:30Z,2021-03-15,B.1.427/B.1.429,Epsilon,VOI,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,P.3,Theta,VOI,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,B.1.617.1,Kappa,VOI,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,C.37,Lambda,VUM,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,B.1.526,Iota,VUM,1563,0
1,2021-06-25T09:50:30Z,2021-03-15,P.2,Zeta,VUM,1563,0
1,2021-06-25T09:50:30Z,2021-03-22,B.1.1.7,Alpha,VOC,1600,1494
1,2021-06-25T09:50:30Z,2021-03-22,B.1.351,Beta,VOC,1600,39
1,2021-06-25T09:50:30Z,2021-03-22,P.1,Gamma,VOC,1600,23
1,2021-06-25T09:50:30Z,2021-03-22,B.1.617.2,Delta,VOC,1600,0
1,2021-06-25T09:50:30Z,2021-03-22,B.1.525,Eta,VOI,1600,0
1,2021-06-25T09:50:30Z,2021-03-22,B.1.427/B.1.429,Epsilon,VOI,1600,0
1,2021-06-25T09:50:30Z,2021-03-22,P.3,Theta,VOI,1600,2
1,2021-06-25T09:50:30Z,2021-03-22,B.1.617.1,Kappa,VOI,1600,0
1,2021-06-25T09:50:30Z,2021-03-22,C.37,Lambda,VUM,1600,0
1,2021-06-25T09:50:30Z,2021-03-22,B.1.526,Iota,VUM,1600,2
1,2021-06-25T09:50:30Z,2021-03-22,P.2,Zeta,VUM,1600,0
1,2021-06-25T09:50:30Z,2021-03-29,B.1.1.7,Alpha,VOC,1710,1622
1,2021-06-25T09:50:30Z,2021-03-29,B.1.351,Beta,VOC,1710,40
1,2021-06-25T09:50:30Z,2021-03-29,P.1,Gamma,VOC,1710,14
1,2021-06-25T09:50:30Z,2021-03-29,B.1.617.2,Delta,VOC,1710,0
1,2021-06-25T09:50:30Z,2021-03-29,B.1.525,Eta,VOI,1710,1
1,2021-06-25T09:50:30Z,2021-03-29,B.1.427/B.1.429,Epsilon,VOI,1710,0
1,2021-06-25T09:50:30Z,2021-03-29,P.3,Theta,VOI,1710,1
1,2021-06-25T09:50:30Z,2021-03-29,B.1.617.1,Kappa,VOI,1710,0
1,2021-06-25T09:50:30Z,2021-03-29,C.37,Lambda,VUM,1710,0
1,2021-06-25T09:50:30Z,2021-03-29,B.1.526,Iota,VUM,1710,1
1,2021-06-25T09:50:30Z,2021-03-29,P.2,Zeta,VUM,1710,0
1,2021-06-25T09:50:30Z,2021-04-05,B.1.1.7,Alpha,VOC,1507,1437
1,2021-06-25T09:50:30Z,2021-04-05,B.1.351,Beta,VOC,1507,27
1,2021-06-25T09:50:30Z,2021-04-05,P.1,Gamma,VOC,1507,23
1,2021-06-25T09:50:30Z,2021-04-05,B.1.617.2,Delta,VOC,1507,0
1,2021-06-25T09:50:30Z,2021-04-05,B.1.525,Eta,VOI,1507,2
1,2021-06-25T09:50:30Z,2021-04-05,B.1.427/B.1.429,Epsilon,VOI,1507,0
1,2021-06-25T09:50:30Z,2021-04-05,P.3,Theta,VOI,1507,0
1,2021-06-25T09:50:30Z,2021-04-05,B.1.617.1,Kappa,VOI,1507,2
1,2021-06-25T09:50:30Z,2021-04-05,C.37,Lambda,VUM,1507,0
1,2021-06-25T09:50:30Z,2021-04-05,B.1.526,Iota,VUM,1507,0
1,2021-06-25T09:50:30Z,2021-04-05,P.2,Zeta,VUM,1507,0
1,2021-06-25T09:50:30Z,2021-04-12,B.1.1.7,Alpha,VOC,1620,1565
1,2021-06-25T09:50:30Z,2021-04-12,B.1.351,Beta,VOC,1620,19
1,2021-06-25T09:50:30Z,2021-04-12,P.1,Gamma,VOC,1620,21
1,2021-06-25T09:50:30Z,2021-04-12,B.1.617.2,Delta,VOC,1620,1
1,2021-06-25T09:50:30Z,2021-04-12,B.1.525,Eta,VOI,1620,1
1,2021-06-25T09:50:30Z,2021-04-12,B.1.427/B.1.429,Epsilon,VOI,1620,0
1,2021-06-25T09:50:30Z,2021-04-12,P.3,Theta,VOI,1620,0
1,2021-06-25T09:50:30Z,2021-04-12,B.1.617.1,Kappa,VOI,1620,1
1,2021-06-25T09:50:30Z,2021-04-12,C.37,Lambda,VUM,1620,0
1,2021-06-25T09:50:30Z,2021-04-12,B.1.526,Iota,VUM,1620,0
1,2021-06-25T09:50:30Z,2021-04-12,P.2,Zeta,VUM,1620,0
1,2021-06-25T09:50:30Z,2021-04-19,B.1.1.7,Alpha,VOC,1518,1459
1,2021-06-25T09:50:30Z,2021-04-19,B.1.351,Beta,VOC,1518,18
1,2021-06-25T09:50:30Z,2021-04-19,P.1,Gamma,VOC,1518,27
1,2021-06-25T09:50:30Z,2021-04-19,B.1.617.2,Delta,VOC,1518,1
1,2021-06-25T09:50:30Z,2021-04-19,B.1.525,Eta,VOI,1518,4
1,2021-06-25T09:50:30Z,2021-04-19,B.1.427/B.1.429,Epsilon,VOI,1518,0
1,2021-06-25T09:50:30Z,2021-04-19,P.3,Theta,VOI,1518,0
1,2021-06-25T09:50:30Z,2021-04-19,B.1.617.1,Kappa,VOI,1518,0
1,2021-06-25T09:50:30Z,2021-04-19,C.37,Lambda,VUM,1518,0
1,2021-06-25T09:50:30Z,2021-04-19,B.1.526,Iota,VUM,1518,0
1,2021-06-25T09:50:30Z,2021-04-19,P.2,Zeta,VUM,1518,0
1,2021-06-25T09:50:30Z,2021-04-26,B.1.1.7,Alpha,VOC,1686,1637
1,2021-06-25T09:50:30Z,2021-04-26,B.1.351,Beta,VOC,1686,8
1,2021-06-25T09:50:30Z,2021-04-26,P.1,Gamma,VOC,1686,27
1,2021-06-25T09:50:30Z,2021-04-26,B.1.617.2,Delta,VOC,1686,5
1,2021-06-25T09:50:30Z,2021-04-26,B.1.525,Eta,VOI,1686,1
1,2021-06-25T09:50:30Z,2021-04-26,B.1.427/B.1.429,Epsilon,VOI,1686,0
1,2021-06-25T09:50:30Z,2021-04-26,P.3,Theta,VOI,1686,0
1,2021-06-25T09:50:30Z,2021-04-26,B.1.617.1,Kappa,VOI,1686,0
1,2021-06-25T09:50:30Z,2021-04-26,C.37,Lambda,VUM,1686,0
1,2021-06-25T09:50:30Z,2021-04-26,B.1.526,Iota,VUM,1686,0
1,2021-06-25T09:50:30Z,2021-04-26,P.2,Zeta,VUM,1686,0
1,2021-06-25T09:50:30Z,2021-05-03,B.1.1.7,Alpha,VOC,1592,1542
1,2021-06-25T09:50:30Z,2021-05-03,B.1.351,Beta,VOC,1592,11
1,2021-06-25T09:50:30Z,2021-05-03,P.1,Gamma,VOC,1592,32
1,2021-06-25T09:50:30Z,2021-05-03,B.1.617.2,Delta,VOC,1592,1
1,2021-06-25T09:50:30Z,2021-05-03,B.1.525,Eta,VOI,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,B.1.427/B.1.429,Epsilon,VOI,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,P.3,Theta,VOI,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,B.1.617.1,Kappa,VOI,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,C.37,Lambda,VUM,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,B.1.526,Iota,VUM,1592,0
1,2021-06-25T09:50:30Z,2021-05-03,P.2,Zeta,VUM,1592,0
1,2021-06-25T09:50:30Z,2021-05-10,B.1.1.7,Alpha,VOC,1541,1493
1,2021-06-25T09:50:30Z,2021-05-10,B.1.351,Beta,VOC,1541,4
1,2021-06-25T09:50:30Z,2021-05-10,P.1,Gamma,VOC,1541,30
1,2021-06-25T09:50:30Z,2021-05-10,B.1.617.2,Delta,VOC,1541,6
1,2021-06-25T09:50:30Z,2021-05-10,B.1.525,Eta,VOI,1541,1
1,2021-06-25T09:50:30Z,2021-05-10,B.1.427/B.1.429,Epsilon,VOI,1541,0
1,2021-06-25T09:50:30Z,2021-05-10,P.3,Theta,VOI,1541,0
1,2021-06-25T09:50:30Z,2021-05-10,B.1.617.1,Kappa,VOI,1541,0
1,2021-06-25T09:50:30Z,2021-05-10,C.37,Lambda,VUM,1541,0
1,2021-06-25T09:50:30Z,2021-05-10,B.1.526,Iota,VUM,1541,0
1,2021-06-25T09:50:30Z,2021-05-10,P.2,Zeta,VUM,1541,0
1,2021-06-25T09:50:30Z,2021-05-17,B.1.1.7,Alpha,VOC,1300,1249
1,2021-06-25T09:50:30Z,2021-05-17,B.1.351,Beta,VOC,1300,3
1,2021-06-25T09:50:30Z,2021-05-17,P.1,Gamma,VOC,1300,32
1,2021-06-25T09:50:30Z,2021-05-17,B.1.617.2,Delta,VOC,1300,8
1,2021-06-25T09:50:30Z,2021-05-17,B.1.525,Eta,VOI,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,B.1.427/B.1.429,Epsilon,VOI,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,P.3,Theta,VOI,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,B.1.617.1,Kappa,VOI,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,C.37,Lambda,VUM,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,B.1.526,Iota,VUM,1300,0
1,2021-06-25T09:50:30Z,2021-05-17,P.2,Zeta,VUM,1300,0
1,2021-06-25T09:50:30Z,2021-05-24,B.1.1.7,Alpha,VOC,1205,1164
1,2021-06-25T09:50:30Z,2021-05-24,B.1.351,Beta,VOC,1205,3
1,2021-06-25T09:50:30Z,2021-05-24,P.1,Gamma,VOC,1205,16
1,2021-06-25T09:50:30Z,2021-05-24,B.1.617.2,Delta,VOC,1205,14
1,2021-06-25T09:50:30Z,2021-05-24,B.1.525,Eta,VOI,1205,0
1,2021-06-25T09:50:30Z,2021-05-24,B.1.427/B.1.429,Epsilon,VOI,1205,0
1,2021-06-25T09:50:30Z,2021-05-24,P.3,Theta,VOI,1205,0
1,2021-06-25T09:50:30Z,2021-05-24,B.1.617.1,Kappa,VOI,1205,0
1,2021-06-25T09:50:30Z,2021-05-24,C.37,Lambda,VUM,1205,1
1,2021-06-25T09:50:30Z,2021-05-24,B.1.526,Iota,VUM,1205,0
1,2021-06-25T09:50:30Z,2021-05-24,P.2,Zeta,VUM,1205,0
1,2021-06-25T09:50:30Z,2021-05-31,B.1.1.7,Alpha,VOC,538,499
1,2021-06-25T09:50:30Z,2021-05-31,B.1.351,Beta,VOC,538,0
1,2021-06-25T09:50:30Z,2021-05-31,P.1,Gamma,VOC,538,13
1,2021-06-25T09:50:30Z,2021-05-31,B.1.617.2,Delta,VOC,538,15
1,2021-06-25T09:50:30Z,2021-05-31,B.1.525,Eta,VOI,538,1
1,2021-06-25T09:50:30Z,2021-05-31,B.1.427/B.1.429,Epsilon,VOI,538,0
1,2021-06-25T09:50:30Z,2021-05-31,P.3,Theta,VOI,538,0
1,2021-06-25T09:50:30Z,2021-05-31,B.1.617.1,Kappa,VOI,538,0
1,2021-06-25T09:50:30Z,2021-05-31,C.37,Lambda,VUM,538,0
1,2021-06-25T09:50:30Z,2021-05-31,B.1.526,Iota,VUM,538,0
1,2021-06-25T09:50:30Z,2021-05-31,P.2,Zeta,VUM,538,0
